IDSinhVien,MaMonHoc,TenDot,DiemTongKet,ThuocKCNTT,TenMonHoc
1638487,015016,HK2 (2017-2018),8.2,1,Điện toán đám mây
1638487,015009,HK1 (2018-2019),9.2,1,Công cụ Web và Website hướng dữ liệu
1638487,015010,HK1 (2018-2019),8.4,1,Phát triển ứng dụng WEB
1638487,015013,HK2 (2018-2019),7.1,1,Quản lý dự án hệ thống thông tin
1638487,003633,HK1 (2019-2020),8.1,0,Tiếng Việt thực hành
1638487,003748,HK1 (2019-2020),8.2,0,Hội Họa
1635422,003783,HK2 (2016-2017),7.0,0,Hàm phức và phép biến đổi Laplace
1635422,001479,HK1 (2017-2018),7.7,0,Địa lí kinh tế
1635422,015016,HK2 (2017-2018),8.9,1,Điện toán đám mây
1635422,015010,HK1 (2018-2019),7.7,1,Phát triển ứng dụng WEB
1635422,015013,HK2 (2018-2019),7.5,1,Quản lý dự án hệ thống thông tin
1635422,003748,HK1 (2019-2020),7.2,0,Hội Họa
1637141,003605,HK2 (2016-2017),6.1,0,Phương pháp tính
1637141,015396,HK1 (2017-2018),5.3,0,Ứng dụng 5S và Kaizen trong sản xuất
1637141,015016,HK2 (2017-2018),4.2,1,Điện toán đám mây
1637141,015010,HK1 (2018-2019),5.2,1,Phát triển ứng dụng WEB
1637141,015013,HK2 (2018-2019),5.4,1,Quản lý dự án hệ thống thông tin
1637141,003664,HK1 (2019-2020),5.4,0,Xã hội học
1636907,003605,HK2 (2016-2017),7.4,0,Phương pháp tính
1636907,001479,HK1 (2017-2018),6.9,0,Địa lí kinh tế
1636907,001843,HK2 (2017-2018),7.2,1,Kiến trúc và cài đặt hệ quản trị CSDL
1636907,001724,HK2 (2017-2018),7.5,1,Hệ quản trị cơ sở dữ liệu
1636907,004150,HK1 (2018-2019),9.7,0,Thương mại điện tử
1636907,001954,HK2 (2018-2019),8.1,1,Trí tuệ nhân tạo
1636907,014192,HK1 (2019-2020),7.5,0,Kỹ năng sử dụng bàn phím và thiết bị văn phòng
1636907,001730,HK2 (2019-2020),8.7,1,Automat & ngôn ngữ hình thức
1636150,003631,HK2 (2016-2017),8.0,0,Vật lý đại cương
1636150,003582,HK1 (2017-2018),8.0,0,Kỹ năng xây dựng kế hoạch
1636150,015018,HK2 (2017-2018),7.4,1,Điện toán cụm
1636150,015010,HK1 (2018-2019),7.3,1,Phát triển ứng dụng WEB
1636150,004150,HK1 (2018-2019),8.7,0,Thương mại điện tử
1636150,015013,HK2 (2018-2019),6.2,1,Quản lý dự án hệ thống thông tin
1636150,003634,HK1 (2019-2020),7.6,0,Âm nhạc – Nhạc lý và Guitar căn bản
1638818,003783,HK2 (2016-2017),6.2,0,Hàm phức và phép biến đổi Laplace
1638818,003877,HK1 (2017-2018),8.1,0,Môi trường và con người
1638818,001843,HK2 (2017-2018),8.8,1,Kiến trúc và cài đặt hệ quản trị CSDL
1638818,001724,HK2 (2017-2018),7.0,1,Hệ quản trị cơ sở dữ liệu
1638818,015009,HK1 (2018-2019),8.5,1,Công cụ Web và Website hướng dữ liệu
1638818,004150,HK1 (2018-2019),8.2,0,Thương mại điện tử
1638818,015012,HK2 (2018-2019),8.3,1,Mạng không dây
1638818,003634,HK1 (2019-2020),8.2,0,Âm nhạc – Nhạc lý và Guitar căn bản
1638818,003622,HK1 (2019-2020),8.0,0,Tâm lý học đại cương
1638818,004022,HK2 (2019-2020),7.6,1,Lập trình phân tích dữ liệu 1
1635017,003697,HK2 (2016-2017),6.5,0,Toán ứng dụng
1635017,015396,HK1 (2017-2018),8.1,0,Ứng dụng 5S và Kaizen trong sản xuất
1635017,015016,HK2 (2017-2018),7.4,1,Điện toán đám mây
1635017,015017,HK2 (2017-2018),8.4,1,Kiến trúc lưu trữ phân tán
1635017,015006,HK2 (2017-2018),7.3,1,Cơ sở dữ liệu phân tán
1635017,015010,HK1 (2018-2019),6.2,1,Phát triển ứng dụng WEB
1635017,015009,HK1 (2018-2019),7.2,1,Công cụ Web và Website hướng dữ liệu
1635017,015012,HK2 (2018-2019),5.7,1,Mạng không dây
1635017,001954,HK2 (2018-2019),7.9,1,Trí tuệ nhân tạo
1635017,015433,HK1 (2019-2020),8.3,1,Kiến trúc và lập trình Web nâng cao
1635017,004022,HK2 (2019-2020),6.8,1,Lập trình phân tích dữ liệu 1
1638043,003605,HK2 (2016-2017),8.7,0,Phương pháp tính
1638043,015396,HK1 (2017-2018),6.6,0,Ứng dụng 5S và Kaizen trong sản xuất
1638043,015016,HK2 (2017-2018),6.1,1,Điện toán đám mây
1638043,015006,HK2 (2017-2018),8.1,1,Cơ sở dữ liệu phân tán
1638043,004150,HK1 (2018-2019),9.1,0,Thương mại điện tử
1638043,015012,HK2 (2018-2019),8.2,1,Mạng không dây
1638043,003622,HK1 (2019-2020),8.1,0,Tâm lý học đại cương
1638562,003783,HK2 (2016-2017),8.0,0,Hàm phức và phép biến đổi Laplace
1638562,015017,HK2 (2017-2018),8.2,1,Kiến trúc lưu trữ phân tán
1638562,015016,HK2 (2017-2018),8.2,1,Điện toán đám mây
1638562,015010,HK1 (2018-2019),8.7,1,Phát triển ứng dụng WEB
1638562,004150,HK1 (2018-2019),6.3,0,Thương mại điện tử
1638562,015013,HK2 (2018-2019),8.3,1,Quản lý dự án hệ thống thông tin
1638562,014192,HK1 (2019-2020),7.2,0,Kỹ năng sử dụng bàn phím và thiết bị văn phòng
1638562,001730,HK2 (2019-2020),8.3,1,Automat & ngôn ngữ hình thức
1639664,003783,HK2 (2016-2017),9.9,0,Hàm phức và phép biến đổi Laplace
1639664,003582,HK1 (2017-2018),8.7,0,Kỹ năng xây dựng kế hoạch
1639664,015006,HK2 (2017-2018),8.2,1,Cơ sở dữ liệu phân tán
1639664,004150,HK1 (2018-2019),8.2,0,Thương mại điện tử
1639664,001954,HK2 (2018-2019),8.7,1,Trí tuệ nhân tạo
1639664,014192,HK1 (2019-2020),9.7,0,Kỹ năng sử dụng bàn phím và thiết bị văn phòng
1639664,015021,HK2 (2019-2020),8.5,1,Hệ thống ảo và Khả năng mở rộng dữ liệu
1633751,003822,HK2 (2016-2017),6.3,0,Logic học
1633751,015400,HK1 (2017-2018),7.8,1,Công nghệ thông tin trong chuyển đổi số
1633751,015017,HK2 (2017-2018),6.6,1,Kiến trúc lưu trữ phân tán
1633751,001724,HK2 (2017-2018),5.9,1,Hệ quản trị cơ sở dữ liệu
1633751,001843,HK2 (2017-2018),7.5,1,Kiến trúc và cài đặt hệ quản trị CSDL
1633751,015010,HK1 (2018-2019),6.3,1,Phát triển ứng dụng WEB
1633751,015009,HK1 (2018-2019),6.9,1,Công cụ Web và Website hướng dữ liệu
1633751,015013,HK2 (2018-2019),6.5,1,Quản lý dự án hệ thống thông tin
1633751,015433,HK1 (2019-2020),8.3,1,Kiến trúc và lập trình Web nâng cao
1633751,015004,HK1 (2019-2020),6.4,1,Quản trị dịch vụ mạng
1633751,004022,HK2 (2019-2020),5.6,1,Lập trình phân tích dữ liệu 1
1638168,003605,HK2 (2016-2017),4.4,0,Phương pháp tính
1638168,003582,HK1 (2017-2018),5.8,0,Kỹ năng xây dựng kế hoạch
1638168,015016,HK2 (2017-2018),5.4,1,Điện toán đám mây
1638168,015018,HK2 (2017-2018),6.1,1,Điện toán cụm
1638168,004150,HK1 (2018-2019),8.1,0,Thương mại điện tử
1638168,015013,HK2 (2018-2019),7.4,1,Quản lý dự án hệ thống thông tin
1638168,003748,HK1 (2019-2020),6.4,0,Hội Họa
1638168,015021,HK2 (2019-2020),6.1,1,Hệ thống ảo và Khả năng mở rộng dữ liệu
1633123,003822,HK2 (2016-2017),7.3,0,Logic học
1633123,001843,HK2 (2017-2018),7.2,1,Kiến trúc và cài đặt hệ quản trị CSDL
1633123,003634,HK1 (2019-2020),4.7,0,Âm nhạc – Nhạc lý và Guitar căn bản
1639617,003783,HK2 (2016-2017),7.6,0,Hàm phức và phép biến đổi Laplace
1639617,015400,HK1 (2017-2018),7.3,1,Công nghệ thông tin trong chuyển đổi số
1639617,015017,HK2 (2017-2018),7.7,1,Kiến trúc lưu trữ phân tán
1639617,015016,HK2 (2017-2018),8.2,1,Điện toán đám mây
1639617,015006,HK2 (2017-2018),4.5,1,Cơ sở dữ liệu phân tán
1639617,015010,HK1 (2018-2019),6.8,1,Phát triển ứng dụng WEB
1639617,015009,HK1 (2018-2019),7.4,1,Công cụ Web và Website hướng dữ liệu
1639617,001954,HK2 (2018-2019),6.4,1,Trí tuệ nhân tạo
1639617,015013,HK2 (2018-2019),7.4,1,Quản lý dự án hệ thống thông tin
1639617,015003,HK1 (2019-2020),7.1,1,Truyền số liệu
1639617,015004,HK1 (2019-2020),6.9,1,Quản trị dịch vụ mạng
1639617,004022,HK2 (2019-2020),6.6,1,Lập trình phân tích dữ liệu 1
1631316,003822,HK2 (2016-2017),9.7,0,Logic học
1631316,003877,HK1 (2017-2018),7.1,0,Môi trường và con người
1631316,015017,HK2 (2017-2018),8.0,1,Kiến trúc lưu trữ phân tán
1631316,001724,HK2 (2017-2018),8.0,1,Hệ quản trị cơ sở dữ liệu
1631316,004150,HK1 (2018-2019),8.2,0,Thương mại điện tử
1631316,015013,HK2 (2018-2019),8.2,1,Quản lý dự án hệ thống thông tin
1631316,003633,HK1 (2019-2020),8.6,0,Tiếng Việt thực hành
1631316,003748,HK1 (2019-2020),8.2,0,Hội Họa
1631316,001730,HK2 (2019-2020),8.3,1,Automat & ngôn ngữ hình thức
1638154,003631,HK2 (2016-2017),8.6,0,Vật lý đại cương
1638154,003877,HK1 (2017-2018),8.5,0,Môi trường và con người
1638154,015006,HK2 (2017-2018),10.0,1,Cơ sở dữ liệu phân tán
1638154,015010,HK1 (2018-2019),8.4,1,Phát triển ứng dụng WEB
1638154,003622,HK1 (2019-2020),8.7,0,Tâm lý học đại cương
1634950,003783,HK2 (2016-2017),8.4,0,Hàm phức và phép biến đổi Laplace
1634950,001724,HK2 (2017-2018),7.9,1,Hệ quản trị cơ sở dữ liệu
1634950,015010,HK1 (2018-2019),8.1,1,Phát triển ứng dụng WEB
1634950,003634,HK1 (2019-2020),8.3,0,Âm nhạc – Nhạc lý và Guitar căn bản
1630804,003783,HK2 (2016-2017),9.0,0,Hàm phức và phép biến đổi Laplace
1630804,015400,HK1 (2017-2018),8.1,1,Công nghệ thông tin trong chuyển đổi số
1630804,001843,HK2 (2017-2018),9.3,1,Kiến trúc và cài đặt hệ quản trị CSDL
1630804,015017,HK2 (2017-2018),8.6,1,Kiến trúc lưu trữ phân tán
1630804,015006,HK2 (2017-2018),9.9,1,Cơ sở dữ liệu phân tán
1630804,015009,HK1 (2018-2019),8.2,1,Công cụ Web và Website hướng dữ liệu
1630804,015013,HK2 (2018-2019),8.1,1,Quản lý dự án hệ thống thông tin
1630804,001954,HK2 (2018-2019),9.9,1,Trí tuệ nhân tạo
1630804,015433,HK1 (2019-2020),9.3,1,Kiến trúc và lập trình Web nâng cao
1630804,004022,HK2 (2019-2020),9.8,1,Lập trình phân tích dữ liệu 1
1637674,003631,HK2 (2016-2017),6.8,0,Vật lý đại cương
1637674,001843,HK2 (2017-2018),6.1,1,Kiến trúc và cài đặt hệ quản trị CSDL
1637674,003748,HK1 (2019-2020),6.2,0,Hội Họa
1632025,003697,HK2 (2016-2017),9.9,0,Toán ứng dụng
1632025,015400,HK1 (2017-2018),8.2,1,Công nghệ thông tin trong chuyển đổi số
1632025,015017,HK2 (2017-2018),7.9,1,Kiến trúc lưu trữ phân tán
1632025,015016,HK2 (2017-2018),8.2,1,Điện toán đám mây
1632025,015006,HK2 (2017-2018),7.8,1,Cơ sở dữ liệu phân tán
1632025,015009,HK1 (2018-2019),7.4,1,Công cụ Web và Website hướng dữ liệu
1632025,001954,HK2 (2018-2019),8.8,1,Trí tuệ nhân tạo
1632025,015012,HK2 (2018-2019),9.4,1,Mạng không dây
1632025,015433,HK1 (2019-2020),9.2,1,Kiến trúc và lập trình Web nâng cao
1632025,015021,HK2 (2019-2020),8.5,1,Hệ thống ảo và Khả năng mở rộng dữ liệu
1638018,003697,HK2 (2016-2017),5.9,0,Toán ứng dụng
1638018,003877,HK1 (2017-2018),8.3,0,Môi trường và con người
1638018,015016,HK2 (2017-2018),5.1,1,Điện toán đám mây
1638018,004150,HK1 (2018-2019),6.9,0,Thương mại điện tử
1638018,015009,HK1 (2018-2019),5.1,1,Công cụ Web và Website hướng dữ liệu
1638018,001954,HK2 (2018-2019),8.3,1,Trí tuệ nhân tạo
1638018,003733,HK1 (2019-2020),5.8,0,Cơ sở văn hóa Việt Nam
1638018,003748,HK1 (2019-2020),6.5,0,Hội Họa
1638018,004022,HK2 (2019-2020),7.2,1,Lập trình phân tích dữ liệu 1
1632418,003697,HK2 (2016-2017),5.5,0,Toán ứng dụng
1632418,001843,HK2 (2017-2018),5.1,1,Kiến trúc và cài đặt hệ quản trị CSDL
1632418,004150,HK1 (2018-2019),5.0,0,Thương mại điện tử
1632418,015010,HK1 (2018-2019),1.7,1,Phát triển ứng dụng WEB
1632418,015013,HK2 (2018-2019),5.2,1,Quản lý dự án hệ thống thông tin
1632418,003633,HK1 (2019-2020),5.6,0,Tiếng Việt thực hành
1632418,001730,HK2 (2019-2020),5.8,1,Automat & ngôn ngữ hình thức
1638544,003783,HK2 (2016-2017),7.8,0,Hàm phức và phép biến đổi Laplace
1638544,001724,HK2 (2017-2018),7.1,1,Hệ quản trị cơ sở dữ liệu
1638544,015009,HK1 (2018-2019),6.6,1,Công cụ Web và Website hướng dữ liệu
1638544,015010,HK1 (2018-2019),8.3,1,Phát triển ứng dụng WEB
1638544,015013,HK2 (2018-2019),7.5,1,Quản lý dự án hệ thống thông tin
1638544,003664,HK1 (2019-2020),7.5,0,Xã hội học
1637049,003605,HK2 (2016-2017),8.1,0,Phương pháp tính
1637049,015016,HK2 (2017-2018),7.2,1,Điện toán đám mây
1637049,004150,HK1 (2018-2019),9.7,0,Thương mại điện tử
1637049,015009,HK1 (2018-2019),7.1,1,Công cụ Web và Website hướng dữ liệu
1637049,015012,HK2 (2018-2019),6.4,1,Mạng không dây
1637049,003664,HK1 (2019-2020),8.1,0,Xã hội học
1637049,014192,HK1 (2019-2020),6.1,0,Kỹ năng sử dụng bàn phím và thiết bị văn phòng
1639202,003697,HK2 (2016-2017),7.5,0,Toán ứng dụng
1639202,015400,HK1 (2017-2018),6.3,1,Công nghệ thông tin trong chuyển đổi số
1639202,015006,HK2 (2017-2018),7.4,1,Cơ sở dữ liệu phân tán
1639202,015016,HK2 (2017-2018),8.3,1,Điện toán đám mây
1639202,001724,HK2 (2017-2018),8.3,1,Hệ quản trị cơ sở dữ liệu
1639202,015010,HK1 (2018-2019),8.2,1,Phát triển ứng dụng WEB
1639202,015009,HK1 (2018-2019),8.3,1,Công cụ Web và Website hướng dữ liệu
1639202,015013,HK2 (2018-2019),5.6,1,Quản lý dự án hệ thống thông tin
1639202,015003,HK1 (2019-2020),8.4,1,Truyền số liệu
1639202,001730,HK2 (2019-2020),7.2,1,Automat & ngôn ngữ hình thức
1639202,015021,HK2 (2019-2020),6.6,1,Hệ thống ảo và Khả năng mở rộng dữ liệu
1631141,003605,HK2 (2016-2017),6.6,0,Phương pháp tính
1631141,001479,HK1 (2017-2018),8.1,0,Địa lí kinh tế
1631141,015016,HK2 (2017-2018),8.2,1,Điện toán đám mây
1631141,015018,HK2 (2017-2018),7.2,1,Điện toán cụm
1631141,015010,HK1 (2018-2019),8.0,1,Phát triển ứng dụng WEB
1631141,015009,HK1 (2018-2019),7.3,1,Công cụ Web và Website hướng dữ liệu
1631141,015012,HK2 (2018-2019),8.2,1,Mạng không dây
1631141,015013,HK2 (2018-2019),8.0,1,Quản lý dự án hệ thống thông tin
1631141,015003,HK1 (2019-2020),7.5,1,Truyền số liệu
1630126,003697,HK2 (2016-2017),6.2,0,Toán ứng dụng
1630126,015400,HK1 (2017-2018),6.6,1,Công nghệ thông tin trong chuyển đổi số
1630126,015006,HK2 (2017-2018),6.4,1,Cơ sở dữ liệu phân tán
1630126,015018,HK2 (2017-2018),7.4,1,Điện toán cụm
1630126,015009,HK1 (2018-2019),6.1,1,Công cụ Web và Website hướng dữ liệu
1630126,015010,HK1 (2018-2019),6.4,1,Phát triển ứng dụng WEB
1630126,015013,HK2 (2018-2019),6.6,1,Quản lý dự án hệ thống thông tin
1630126,015012,HK2 (2018-2019),5.7,1,Mạng không dây
1630126,015003,HK1 (2019-2020),8.1,1,Truyền số liệu
1637539,003605,HK2 (2016-2017),7.6,0,Phương pháp tính
1637539,001479,HK1 (2017-2018),8.6,0,Địa lí kinh tế
1637539,015016,HK2 (2017-2018),9.4,1,Điện toán đám mây
1637539,015010,HK1 (2018-2019),9.6,1,Phát triển ứng dụng WEB
1637539,004150,HK1 (2018-2019),7.1,0,Thương mại điện tử
1637539,015012,HK2 (2018-2019),8.1,1,Mạng không dây
1637539,003748,HK1 (2019-2020),8.3,0,Hội Họa
1637539,003634,HK1 (2019-2020),7.9,0,Âm nhạc – Nhạc lý và Guitar căn bản
1637539,001730,HK2 (2019-2020),8.7,1,Automat & ngôn ngữ hình thức
1639237,003822,HK2 (2016-2017),8.1,0,Logic học
1639237,015018,HK2 (2017-2018),6.4,1,Điện toán cụm
1639237,015006,HK2 (2017-2018),5.6,1,Cơ sở dữ liệu phân tán
1639237,015009,HK1 (2018-2019),7.6,1,Công cụ Web và Website hướng dữ liệu
1639237,001954,HK2 (2018-2019),9.1,1,Trí tuệ nhân tạo
1639237,003664,HK1 (2019-2020),8.2,0,Xã hội học
1639237,003748,HK1 (2019-2020),8.4,0,Hội Họa
1639237,004022,HK2 (2019-2020),8.0,1,Lập trình phân tích dữ liệu 1
1639367,003631,HK2 (2016-2017),9.1,0,Vật lý đại cương
1639367,003582,HK1 (2017-2018),8.5,0,Kỹ năng xây dựng kế hoạch
1639367,015017,HK2 (2017-2018),10.0,1,Kiến trúc lưu trữ phân tán
1639367,004150,HK1 (2018-2019),8.7,0,Thương mại điện tử
1639367,015012,HK2 (2018-2019),8.4,1,Mạng không dây
1639367,003664,HK1 (2019-2020),8.3,0,Xã hội học
1639796,003697,HK2 (2016-2017),5.3,0,Toán ứng dụng
1639796,001479,HK1 (2017-2018),7.5,0,Địa lí kinh tế
1639796,015017,HK2 (2017-2018),4.1,1,Kiến trúc lưu trữ phân tán
1639796,003634,HK1 (2019-2020),6.8,0,Âm nhạc – Nhạc lý và Guitar căn bản
1635083,003631,HK2 (2016-2017),5.6,0,Vật lý đại cương
1635083,001479,HK1 (2017-2018),8.2,0,Địa lí kinh tế
1635083,015017,HK2 (2017-2018),5.6,1,Kiến trúc lưu trữ phân tán
1635083,015016,HK2 (2017-2018),5.3,1,Điện toán đám mây
1635083,004150,HK1 (2018-2019),5.3,0,Thương mại điện tử
1635083,015010,HK1 (2018-2019),7.8,1,Phát triển ứng dụng WEB
1635083,015013,HK2 (2018-2019),4.3,1,Quản lý dự án hệ thống thông tin
1635083,003733,HK1 (2019-2020),7.1,0,Cơ sở văn hóa Việt Nam
1635083,003634,HK1 (2019-2020),6.1,0,Âm nhạc – Nhạc lý và Guitar căn bản
1635083,004022,HK2 (2019-2020),7.7,1,Lập trình phân tích dữ liệu 1
1632713,003783,HK2 (2016-2017),7.7,0,Hàm phức và phép biến đổi Laplace
1632713,003582,HK1 (2017-2018),5.6,0,Kỹ năng xây dựng kế hoạch
1632713,015018,HK2 (2017-2018),8.3,1,Điện toán cụm
1632713,003664,HK1 (2019-2020),8.1,0,Xã hội học
1639346,003783,HK2 (2016-2017),7.5,0,Hàm phức và phép biến đổi Laplace
1639346,015400,HK1 (2017-2018),5.0,1,Công nghệ thông tin trong chuyển đổi số
1639346,015017,HK2 (2017-2018),5.7,1,Kiến trúc lưu trữ phân tán
1639346,015018,HK2 (2017-2018),6.7,1,Điện toán cụm
1639346,015016,HK2 (2017-2018),5.4,1,Điện toán đám mây
1639346,015009,HK1 (2018-2019),7.8,1,Công cụ Web và Website hướng dữ liệu
1639346,015012,HK2 (2018-2019),8.2,1,Mạng không dây
1639346,015433,HK1 (2019-2020),6.3,1,Kiến trúc và lập trình Web nâng cao
1639346,004022,HK2 (2019-2020),6.1,1,Lập trình phân tích dữ liệu 1
1639346,001730,HK2 (2019-2020),5.6,1,Automat & ngôn ngữ hình thức
1631624,003631,HK2 (2016-2017),6.7,0,Vật lý đại cương
1631624,003877,HK1 (2017-2018),6.1,0,Môi trường và con người
1631624,015018,HK2 (2017-2018),5.6,1,Điện toán cụm
1631624,001843,HK2 (2017-2018),4.4,1,Kiến trúc và cài đặt hệ quản trị CSDL
1631624,015009,HK1 (2018-2019),7.4,1,Công cụ Web và Website hướng dữ liệu
1631624,004150,HK1 (2018-2019),5.4,0,Thương mại điện tử
1631624,001954,HK2 (2018-2019),6.0,1,Trí tuệ nhân tạo
1631624,003634,HK1 (2019-2020),6.2,0,Âm nhạc – Nhạc lý và Guitar căn bản
1631624,001730,HK2 (2019-2020),5.2,1,Automat & ngôn ngữ hình thức
1635781,003822,HK2 (2016-2017),5.0,0,Logic học
1635781,003877,HK1 (2017-2018),4.6,0,Môi trường và con người
1635781,015017,HK2 (2017-2018),4.5,1,Kiến trúc lưu trữ phân tán
