IDSinhVien,MaMonHoc,TenDot,DiemTongKet,ThuocKCNTT,TenMonHoc
1678614,003443,HK1 (2021-2022),6.4,1,Khai thác dữ liệu và ứng dụng
1678614,003453,HK1 (2021-2022),8.3,1,Tiếp thị điện tử
1678614,001295,HK2 (2021-2022),6.6,0,Quản trị nguồn nhân lực
1678614,002330,HK1 (2022-2023),6.8,1,Lập trình phân tích dữ liệu 2
1678614,000901,HK1 (2022-2023),4.3,1,Cấu trúc rời rạc
1679032,003320,HK2 (2018-2019),7.3,0,Phương pháp tính
1679032,003205,HK1 (2019-2020),5.7,0,Quản trị doanh nghiệp
1679032,003195,HK2 (2019-2020),7.9,0,Xã hội học
1679032,003893,HK1 (2020-2021),6.5,0,Quản trị bán hàng
1679032,000901,HK1 (2020-2021),6.5,1,Cấu trúc rời rạc
1679032,001366,HK2 (2020-2021),8.3,1,Automat & ngôn ngữ hình thức
1679032,001276,HK2 (2020-2021),6.4,0,Hành vi tổ chức
1679032,001295,HK2 (2020-2021),7.2,0,Quản trị nguồn nhân lực
1679032,001076,HK1 (2021-2022),7.4,1,Tương tác người máy
1679032,004032,HK1 (2021-2022),6.7,0,Quản trị vận hành và Chuỗi cung ứng
1679193,003395,HK2 (2018-2019),7.3,0,Logic học
1679193,003196,HK1 (2019-2020),6.7,0,Giao tiếp kinh doanh
1679193,003325,HK2 (2019-2020),7.4,0,Tâm lý học đại cương
1679193,002031,HK2 (2019-2020),5.7,1,Lập trình phân tích dữ liệu 1
1679193,001076,HK1 (2020-2021),7.1,1,Tương tác người máy
1679193,003893,HK2 (2020-2021),8.6,0,Quản trị bán hàng
1679193,004032,HK2 (2020-2021),0.0,0,Quản trị vận hành và Chuỗi cung ứng
1679193,001295,HK3 (2020-2021),6.6,0,Quản trị nguồn nhân lực
1679193,001276,HK1 (2021-2022),6.9,0,Hành vi tổ chức
1679193,003758,HK2 (2021-2022),2.0,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1679193,002330,HK2 (2022-2023),8.0,1,Lập trình phân tích dữ liệu 2
1679193,003443,HK2 (2022-2023),4.2,1,Khai thác dữ liệu và ứng dụng
1679323,003345,HK2 (2018-2019),6.6,0,Vật lý đại cương
1679323,003217,HK1 (2019-2020),4.1,0,Quản trị học
1679323,003195,HK2 (2019-2020),6.6,0,Xã hội học
1679323,001076,HK1 (2020-2021),6.9,1,Tương tác người máy
1679323,003893,HK2 (2020-2021),8.3,0,Quản trị bán hàng
1679323,001295,HK1 (2021-2022),6.2,0,Quản trị nguồn nhân lực
1679323,003395,HK2 (2021-2022),4.9,0,Logic học
1679323,003206,HK2 (2021-2022),8.3,0,Môi trường và con người
1679323,001276,HK2 (2022-2023),5.8,0,Hành vi tổ chức
1679323,003443,HK2 (2022-2023),4.3,1,Khai thác dữ liệu và ứng dụng
1679323,002296,HK2 (2023-2024),,0,Kiểm toán cơ bản
1679323,003245,HK2 (2023-2024),,0,Tiếng Việt thực hành
1679358,003320,HK2 (2018-2019),2.0,0,Phương pháp tính
1679358,003203,HK2 (2019-2020),0.0,0,Âm nhạc – Nhạc lý và Guitar căn bản
1679358,003205,HK2 (2019-2020),4.8,0,Quản trị doanh nghiệp
1679358,003345,HK1 (2020-2021),6.5,0,Vật lý đại cương
1679358,001076,HK1 (2020-2021),6.0,1,Tương tác người máy
1679358,000901,HK1 (2020-2021),5.9,1,Cấu trúc rời rạc
1679358,003245,HK2 (2020-2021),8.5,0,Tiếng Việt thực hành
1679358,001366,HK2 (2020-2021),5.7,1,Automat & ngôn ngữ hình thức
1679358,001295,HK2 (2020-2021),7.1,0,Quản trị nguồn nhân lực
1679358,003893,HK2 (2021-2022),6.4,0,Quản trị bán hàng
1679358,003443,HK1 (2023-2024),0.0,1,Khai thác dữ liệu và ứng dụng
1679394,003203,HK2 (2018-2019),8.3,0,Âm nhạc – Nhạc lý và Guitar căn bản
1679394,003196,HK1 (2019-2020),8.6,0,Giao tiếp kinh doanh
1679394,002031,HK2 (2019-2020),6.4,1,Lập trình phân tích dữ liệu 1
1679394,001076,HK1 (2020-2021),5.9,1,Tương tác người máy
1679394,001276,HK1 (2020-2021),7.4,0,Hành vi tổ chức
1679394,003395,HK2 (2020-2021),9.0,0,Logic học
1679394,003893,HK2 (2020-2021),9.3,0,Quản trị bán hàng
1679394,004032,HK2 (2020-2021),7.2,0,Quản trị vận hành và Chuỗi cung ứng
1679394,002296,HK1 (2021-2022),6.2,0,Kiểm toán cơ bản
1679394,003758,HK2 (2021-2022),7.3,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1680752,003345,HK2 (2018-2019),6.8,0,Vật lý đại cương
1680752,003196,HK1 (2019-2020),7.7,0,Giao tiếp kinh doanh
1680752,003195,HK2 (2019-2020),6.7,0,Xã hội học
1680752,003893,HK1 (2020-2021),8.5,0,Quản trị bán hàng
1680752,002031,HK1 (2020-2021),6.3,1,Lập trình phân tích dữ liệu 1
1680752,001076,HK1 (2020-2021),7.3,1,Tương tác người máy
1680752,001276,HK1 (2021-2022),7.4,0,Hành vi tổ chức
1680752,001295,HK2 (2021-2022),6.7,0,Quản trị nguồn nhân lực
1680752,003758,HK2 (2021-2022),2.5,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1680752,003443,HK2 (2022-2023),5.0,1,Khai thác dữ liệu và ứng dụng
1680752,002296,HK3 (2022-2023),6.8,0,Kiểm toán cơ bản
1680772,003203,HK2 (2018-2019),8.6,0,Âm nhạc – Nhạc lý và Guitar căn bản
1680772,003206,HK1 (2019-2020),0.0,0,Môi trường và con người
1680772,003345,HK2 (2019-2020),5.9,0,Vật lý đại cương
1680772,002031,HK2 (2019-2020),5.8,1,Lập trình phân tích dữ liệu 1
1680772,003196,HK1 (2020-2021),6.5,0,Giao tiếp kinh doanh
1680772,001076,HK1 (2020-2021),5.1,1,Tương tác người máy
1680772,002296,HK3 (2020-2021),6.0,0,Kiểm toán cơ bản
1680772,003443,HK2 (2021-2022),5.6,1,Khai thác dữ liệu và ứng dụng
1680772,003758,HK2 (2021-2022),2.0,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1680772,001276,HK1 (2022-2023),7.4,0,Hành vi tổ chức
1680772,003893,HK1 (2023-2024),6.5,0,Quản trị bán hàng
1680772,001366,HK2 (2023-2024),,1,Automat & ngôn ngữ hình thức
1680795,003320,HK2 (2018-2019),6.4,0,Phương pháp tính
1680795,003196,HK1 (2019-2020),8.3,0,Giao tiếp kinh doanh
1680795,003195,HK2 (2019-2020),7.0,0,Xã hội học
1680795,003893,HK1 (2020-2021),6.6,0,Quản trị bán hàng
1680795,002031,HK1 (2020-2021),5.6,1,Lập trình phân tích dữ liệu 1
1680795,001076,HK1 (2020-2021),5.9,1,Tương tác người máy
1680795,002296,HK3 (2020-2021),8.1,0,Kiểm toán cơ bản
1680795,001276,HK1 (2021-2022),6.9,0,Hành vi tổ chức
1680795,003443,HK1 (2021-2022),7.2,1,Khai thác dữ liệu và ứng dụng
1680795,003758,HK2 (2021-2022),6.0,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1681127,003205,HK1 (2019-2020),0.0,0,Quản trị doanh nghiệp
1681127,003195,HK2 (2019-2020),6.8,0,Xã hội học
1681127,010665,HK1 (2020-2021),7.1,0,Cơ sở văn hóa Việt Nam
1681127,001295,HK2 (2020-2021),7.3,0,Quản trị nguồn nhân lực
1681127,003206,HK2 (2020-2021),7.5,0,Môi trường và con người
1681127,003285,HK1 (2021-2022),6.4,0,Kế toán cơ bản
1681127,001276,HK1 (2021-2022),6.5,0,Hành vi tổ chức
1681127,003395,HK2 (2021-2022),5.8,0,Logic học
1681127,003196,HK2 (2021-2022),7.6,0,Giao tiếp kinh doanh
1681127,003197,HK2 (2022-2023),7.1,0,Kỹ năng xây dựng kế hoạch
1681127,003217,HK2 (2022-2023),7.4,0,Quản trị học
1681127,003320,HK2 (2022-2023),0.0,0,Phương pháp tính
1681127,003893,HK1 (2023-2024),0.0,0,Quản trị bán hàng
1681127,003245,HK1 (2023-2024),0.0,0,Tiếng Việt thực hành
1681222,003345,HK2 (2018-2019),6.9,0,Vật lý đại cương
1681222,003217,HK1 (2019-2020),6.2,0,Quản trị học
1681222,003325,HK2 (2019-2020),6.9,0,Tâm lý học đại cương
1681222,002031,HK2 (2019-2020),5.7,1,Lập trình phân tích dữ liệu 1
1681222,001076,HK1 (2020-2021),6.4,1,Tương tác người máy
1681222,001276,HK2 (2020-2021),7.9,0,Hành vi tổ chức
1681222,003893,HK2 (2020-2021),9.1,0,Quản trị bán hàng
1681222,001295,HK3 (2020-2021),7.8,0,Quản trị nguồn nhân lực
1681222,003443,HK1 (2021-2022),7.7,1,Khai thác dữ liệu và ứng dụng
1681222,003758,HK2 (2021-2022),7.4,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1681569,003345,HK2 (2018-2019),6.2,0,Vật lý đại cương
1681569,003217,HK1 (2020-2021),7.2,0,Quản trị học
1681569,002031,HK2 (2020-2021),7.7,1,Lập trình phân tích dữ liệu 1
1681569,001276,HK1 (2021-2022),7.0,0,Hành vi tổ chức
1681569,001295,HK1 (2021-2022),7.6,0,Quản trị nguồn nhân lực
1681569,003443,HK2 (2021-2022),5.0,1,Khai thác dữ liệu và ứng dụng
1681569,003325,HK2 (2021-2022),6.1,0,Tâm lý học đại cương
1681569,003893,HK1 (2023-2024),6.0,0,Quản trị bán hàng
1681569,002296,HK1 (2023-2024),6.6,0,Kiểm toán cơ bản
1681569,001076,HK1 (2023-2024),7.9,1,Tương tác người máy
1681574,003345,HK2 (2018-2019),6.0,0,Vật lý đại cương
1681574,003217,HK1 (2019-2020),7.0,0,Quản trị học
1681574,003245,HK2 (2019-2020),9.5,0,Tiếng Việt thực hành
1681574,003893,HK1 (2020-2021),6.7,0,Quản trị bán hàng
1681574,002031,HK1 (2020-2021),5.8,1,Lập trình phân tích dữ liệu 1
1681574,001076,HK1 (2020-2021),6.9,1,Tương tác người máy
1681574,001295,HK2 (2021-2022),8.2,0,Quản trị nguồn nhân lực
1681574,003443,HK2 (2021-2022),6.0,1,Khai thác dữ liệu và ứng dụng
1681574,003758,HK2 (2021-2022),7.0,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1681574,001276,HK2 (2021-2022),7.8,0,Hành vi tổ chức
1682101,003345,HK2 (2018-2019),6.7,0,Vật lý đại cương
1682101,003197,HK2 (2019-2020),7.8,0,Kỹ năng xây dựng kế hoạch
1682101,001076,HK2 (2019-2020),7.1,1,Tương tác người máy
1682101,002296,HK1 (2020-2021),7.4,0,Kiểm toán cơ bản
1682101,003325,HK1 (2020-2021),7.1,0,Tâm lý học đại cương
1682101,000901,HK1 (2020-2021),6.3,1,Cấu trúc rời rạc
1682101,003591,HK1 (2020-2021),6.2,1,Lập trình hướng đối tượng
1682101,001276,HK2 (2020-2021),7.0,0,Hành vi tổ chức
1682101,003893,HK2 (2020-2021),8.8,0,Quản trị bán hàng
1682101,004032,HK2 (2020-2021),7.8,0,Quản trị vận hành và Chuỗi cung ứng
1682101,001366,HK1 (2021-2022),7.9,1,Automat & ngôn ngữ hình thức
1683134,003395,HK2 (2018-2019),5.9,0,Logic học
1683134,003196,HK1 (2019-2020),8.1,0,Giao tiếp kinh doanh
1683134,003245,HK2 (2019-2020),9.4,0,Tiếng Việt thực hành
1683134,001076,HK1 (2020-2021),8.3,1,Tương tác người máy
1683134,000901,HK1 (2020-2021),6.0,1,Cấu trúc rời rạc
1683134,001276,HK1 (2020-2021),7.4,0,Hành vi tổ chức
1683134,003893,HK2 (2020-2021),7.1,0,Quản trị bán hàng
1683134,004032,HK2 (2020-2021),7.9,0,Quản trị vận hành và Chuỗi cung ứng
1683134,001366,HK1 (2021-2022),6.1,1,Automat & ngôn ngữ hình thức
1683134,001295,HK1 (2021-2022),8.0,0,Quản trị nguồn nhân lực
1683278,003217,HK1 (2019-2020),6.4,0,Quản trị học
1683278,003203,HK1 (2020-2021),8.5,0,Âm nhạc – Nhạc lý và Guitar căn bản
1683278,001295,HK2 (2020-2021),6.6,0,Quản trị nguồn nhân lực
1683278,001276,HK2 (2020-2021),2.0,0,Hành vi tổ chức
1683324,003320,HK2 (2018-2019),7.6,0,Phương pháp tính
1683324,003206,HK1 (2019-2020),8.8,0,Môi trường và con người
1683324,003195,HK2 (2019-2020),8.7,0,Xã hội học
1683324,001076,HK1 (2020-2021),9.0,1,Tương tác người máy
1683324,000901,HK1 (2020-2021),9.4,1,Cấu trúc rời rạc
1683324,001276,HK2 (2020-2021),8.1,0,Hành vi tổ chức
1683324,003893,HK2 (2020-2021),9.1,0,Quản trị bán hàng
1683324,004032,HK2 (2020-2021),8.4,0,Quản trị vận hành và Chuỗi cung ứng
1683324,001366,HK1 (2021-2022),7.9,1,Automat & ngôn ngữ hình thức
1683324,001295,HK1 (2021-2022),8.5,0,Quản trị nguồn nhân lực
1683445,003345,HK2 (2018-2019),7.1,0,Vật lý đại cương
1683445,003217,HK1 (2019-2020),6.4,0,Quản trị học
1683445,003245,HK2 (2019-2020),9.2,0,Tiếng Việt thực hành
1683445,001076,HK1 (2020-2021),6.0,1,Tương tác người máy
1683445,000901,HK1 (2020-2021),6.1,1,Cấu trúc rời rạc
1683445,001276,HK1 (2020-2021),6.4,0,Hành vi tổ chức
1683445,004032,HK2 (2020-2021),5.8,0,Quản trị vận hành và Chuỗi cung ứng
1683445,001295,HK2 (2020-2021),7.5,0,Quản trị nguồn nhân lực
1683445,003893,HK1 (2021-2022),8.0,0,Quản trị bán hàng
1683445,001366,HK1 (2021-2022),6.9,1,Automat & ngôn ngữ hình thức
1684052,001076,HK1 (2020-2021),4.7,1,Tương tác người máy
1684052,003345,HK1 (2020-2021),7.4,0,Vật lý đại cương
1684052,004032,HK2 (2020-2021),5.9,0,Quản trị vận hành và Chuỗi cung ứng
1684052,002296,HK3 (2020-2021),7.3,0,Kiểm toán cơ bản
1684052,000901,HK3 (2020-2021),8.2,1,Cấu trúc rời rạc
1684052,001276,HK1 (2021-2022),6.0,0,Hành vi tổ chức
1684052,003893,HK1 (2021-2022),7.5,0,Quản trị bán hàng
1684052,003197,HK2 (2021-2022),7.6,0,Kỹ năng xây dựng kế hoạch
1684052,003325,HK2 (2021-2022),6.9,0,Tâm lý học đại cương
1684052,003758,HK2 (2021-2022),6.3,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1684061,003345,HK2 (2018-2019),6.4,0,Vật lý đại cương
1684061,000901,HK1 (2019-2020),7.6,1,Cấu trúc rời rạc
1684061,003591,HK1 (2019-2020),2.9,1,Lập trình hướng đối tượng
1684061,001076,HK2 (2019-2020),8.1,1,Tương tác người máy
1684061,003245,HK1 (2020-2021),8.0,0,Tiếng Việt thực hành
1684061,001366,HK2 (2020-2021),7.1,1,Automat & ngôn ngữ hình thức
1684061,001295,HK2 (2020-2021),6.8,0,Quản trị nguồn nhân lực
1684061,003197,HK2 (2020-2021),8.1,0,Kỹ năng xây dựng kế hoạch
1684061,001276,HK1 (2021-2022),6.5,0,Hành vi tổ chức
1684061,003893,HK1 (2021-2022),6.7,0,Quản trị bán hàng
1684061,003443,HK2 (2022-2023),6.7,1,Khai thác dữ liệu và ứng dụng
1684137,000901,HK1 (2020-2021),7.4,1,Cấu trúc rời rạc
1684137,003245,HK1 (2020-2021),9.1,0,Tiếng Việt thực hành
1684137,003345,HK2 (2020-2021),6.5,0,Vật lý đại cương
1684137,004032,HK2 (2020-2021),6.4,0,Quản trị vận hành và Chuỗi cung ứng
1684137,001295,HK2 (2020-2021),7.7,0,Quản trị nguồn nhân lực
1684137,001276,HK1 (2021-2022),5.9,0,Hành vi tổ chức
1684137,003893,HK1 (2021-2022),7.7,0,Quản trị bán hàng
1684137,001366,HK1 (2021-2022),6.2,1,Automat & ngôn ngữ hình thức
1684137,003196,HK2 (2021-2022),7.4,0,Giao tiếp kinh doanh
1684137,003591,HK1 (2022-2023),4.3,1,Lập trình hướng đối tượng
1684278,003345,HK2 (2018-2019),7.3,0,Vật lý đại cương
1684278,003217,HK1 (2019-2020),7.1,0,Quản trị học
1684278,000901,HK1 (2020-2021),5.4,1,Cấu trúc rời rạc
1684278,001076,HK1 (2020-2021),5.9,1,Tương tác người máy
1684278,003245,HK1 (2020-2021),9.0,0,Tiếng Việt thực hành
1684278,001366,HK2 (2020-2021),6.6,1,Automat & ngôn ngữ hình thức
1684278,001276,HK2 (2020-2021),7.2,0,Hành vi tổ chức
1684278,004032,HK2 (2020-2021),6.2,0,Quản trị vận hành và Chuỗi cung ứng
1684278,001295,HK2 (2020-2021),7.5,0,Quản trị nguồn nhân lực
1684278,003893,HK1 (2021-2022),7.2,0,Quản trị bán hàng
1684374,003205,HK1 (2019-2020),7.5,0,Quản trị doanh nghiệp
1684374,003245,HK2 (2019-2020),9.3,0,Tiếng Việt thực hành
1684374,003345,HK2 (2019-2020),8.0,0,Vật lý đại cương
1684374,002031,HK1 (2020-2021),6.7,1,Lập trình phân tích dữ liệu 1
1684374,002329,HK2 (2020-2021),0.0,0,Nhập môn dữ liệu lớn
1684374,003893,HK2 (2020-2021),8.5,0,Quản trị bán hàng
1684374,003443,HK1 (2021-2022),3.6,1,Khai thác dữ liệu và ứng dụng
1684374,003453,HK1 (2021-2022),7.8,1,Tiếp thị điện tử
1684374,001076,HK1 (2021-2022),6.7,1,Tương tác người máy
1684374,003758,HK2 (2021-2022),2.5,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1684709,003591,HK1 (2019-2020),1.0,1,Lập trình hướng đối tượng
1684709,000901,HK1 (2020-2021),4.6,1,Cấu trúc rời rạc
1684709,003245,HK1 (2020-2021),9.9,0,Tiếng Việt thực hành
1684709,001276,HK2 (2020-2021),5.9,0,Hành vi tổ chức
1684709,004032,HK2 (2020-2021),6.8,0,Quản trị vận hành và Chuỗi cung ứng
1684709,003196,HK2 (2020-2021),9.2,0,Giao tiếp kinh doanh
1684709,001295,HK2 (2020-2021),6.4,0,Quản trị nguồn nhân lực
1684709,003893,HK1 (2021-2022),0.0,0,Quản trị bán hàng
1684709,001366,HK1 (2021-2022),0.0,1,Automat & ngôn ngữ hình thức
1684709,003320,HK2 (2021-2022),0.0,0,Phương pháp tính
1684917,003195,HK2 (2019-2020),8.0,0,Xã hội học
1684917,003196,HK1 (2020-2021),6.0,0,Giao tiếp kinh doanh
1684917,001276,HK1 (2021-2022),7.6,0,Hành vi tổ chức
1684917,003893,HK1 (2021-2022),7.5,0,Quản trị bán hàng
1684917,001076,HK1 (2021-2022),8.2,1,Tương tác người máy
1684917,000901,HK1 (2021-2022),5.8,1,Cấu trúc rời rạc
1684917,003395,HK2 (2021-2022),7.0,0,Logic học
1684917,003443,HK2 (2021-2022),6.3,1,Khai thác dữ liệu và ứng dụng
1684917,003758,HK2 (2021-2022),6.3,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1684917,001295,HK2 (2021-2022),6.1,0,Quản trị nguồn nhân lực
1685734,003345,HK2 (2018-2019),8.6,0,Vật lý đại cương
1685734,003205,HK1 (2019-2020),5.8,0,Quản trị doanh nghiệp
1685734,003325,HK2 (2019-2020),6.4,0,Tâm lý học đại cương
1685734,002031,HK1 (2020-2021),7.6,1,Lập trình phân tích dữ liệu 1
1685734,001295,HK2 (2020-2021),7.9,0,Quản trị nguồn nhân lực
1685734,003893,HK1 (2021-2022),7.7,0,Quản trị bán hàng
1685734,003443,HK1 (2021-2022),5.9,1,Khai thác dữ liệu và ứng dụng
1685734,003453,HK1 (2021-2022),8.2,1,Tiếp thị điện tử
1685734,001076,HK1 (2021-2022),7.6,1,Tương tác người máy
1685734,003758,HK2 (2021-2022),7.3,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1687227,003197,HK2 (2019-2020),6.9,0,Kỹ năng xây dựng kế hoạch
1687227,003345,HK1 (2020-2021),7.3,0,Vật lý đại cương
1687227,010665,HK1 (2020-2021),7.7,0,Cơ sở văn hóa Việt Nam
1687227,001295,HK2 (2020-2021),7.1,0,Quản trị nguồn nhân lực
1687227,001276,HK1 (2022-2023),8.8,0,Hành vi tổ chức
1687227,001076,HK1 (2022-2023),7.5,1,Tương tác người máy
1687227,003893,HK2 (2022-2023),5.8,0,Quản trị bán hàng
1687227,002330,HK2 (2022-2023),7.6,1,Lập trình phân tích dữ liệu 2
1687227,002031,HK2 (2022-2023),5.4,1,Lập trình phân tích dữ liệu 1
1687235,003395,HK2 (2019-2020),7.5,0,Logic học
1687235,003197,HK1 (2020-2021),7.9,0,Kỹ năng xây dựng kế hoạch
1687235,002031,HK2 (2020-2021),7.1,1,Lập trình phân tích dữ liệu 1
1687235,003325,HK2 (2020-2021),8.2,0,Tâm lý học đại cương
1687235,003453,HK1 (2021-2022),9.2,1,Tiếp thị điện tử
1687235,001076,HK1 (2021-2022),9.3,1,Tương tác người máy
1687235,001295,HK2 (2021-2022),7.2,0,Quản trị nguồn nhân lực
1687235,003893,HK2 (2021-2022),8.2,0,Quản trị bán hàng
1687235,002330,HK1 (2022-2023),5.8,1,Lập trình phân tích dữ liệu 2
1687298,003395,HK2 (2019-2020),7.9,0,Logic học
1687298,003197,HK1 (2020-2021),8.6,0,Kỹ năng xây dựng kế hoạch
1687298,002031,HK2 (2020-2021),8.1,1,Lập trình phân tích dữ liệu 1
1687298,003325,HK2 (2020-2021),8.3,0,Tâm lý học đại cương
1687298,003453,HK1 (2021-2022),9.1,1,Tiếp thị điện tử
1687298,001076,HK1 (2021-2022),8.1,1,Tương tác người máy
1687298,001295,HK2 (2021-2022),7.1,0,Quản trị nguồn nhân lực
1687298,003893,HK2 (2021-2022),8.1,0,Quản trị bán hàng
1687298,002330,HK1 (2022-2023),5.6,1,Lập trình phân tích dữ liệu 2
1687298,003443,HK2 (2022-2023),6.9,1,Khai thác dữ liệu và ứng dụng
1687311,003395,HK2 (2019-2020),7.6,0,Logic học
1687311,003197,HK1 (2020-2021),7.4,0,Kỹ năng xây dựng kế hoạch
1687311,002031,HK2 (2020-2021),8.6,1,Lập trình phân tích dữ liệu 1
1687311,003325,HK2 (2020-2021),8.4,0,Tâm lý học đại cương
1687311,003453,HK1 (2021-2022),9.0,1,Tiếp thị điện tử
1687311,001076,HK1 (2021-2022),9.1,1,Tương tác người máy
1687311,001295,HK2 (2021-2022),6.6,0,Quản trị nguồn nhân lực
1687311,003893,HK2 (2021-2022),8.2,0,Quản trị bán hàng
1687311,002330,HK1 (2022-2023),5.6,1,Lập trình phân tích dữ liệu 2
1687324,003395,HK2 (2019-2020),5.7,0,Logic học
1687324,003196,HK1 (2020-2021),6.9,0,Giao tiếp kinh doanh
1687324,003245,HK2 (2020-2021),7.8,0,Tiếng Việt thực hành
1687324,001076,HK1 (2021-2022),4.8,1,Tương tác người máy
1687324,001295,HK2 (2021-2022),6.3,0,Quản trị nguồn nhân lực
1687324,002031,HK2 (2021-2022),6.2,1,Lập trình phân tích dữ liệu 1
1687324,001276,HK1 (2022-2023),6.2,0,Hành vi tổ chức
1687324,002330,HK1 (2022-2023),8.0,1,Lập trình phân tích dữ liệu 2
1687324,003345,HK2 (2022-2023),5.5,0,Vật lý đại cương
1687324,003893,HK2 (2022-2023),6.6,0,Quản trị bán hàng
1687324,003206,HK2 (2022-2023),6.9,0,Môi trường và con người
1687325,003320,HK2 (2019-2020),6.2,0,Phương pháp tính
1687325,003196,HK1 (2020-2021),6.1,0,Giao tiếp kinh doanh
1687325,010665,HK1 (2020-2021),8.2,0,Cơ sở văn hóa Việt Nam
1687325,001276,HK1 (2021-2022),7.8,0,Hành vi tổ chức
1687325,001076,HK1 (2021-2022),8.9,1,Tương tác người máy
1687325,001295,HK2 (2021-2022),7.0,0,Quản trị nguồn nhân lực
1687325,002031,HK2 (2021-2022),7.0,1,Lập trình phân tích dữ liệu 1
1687325,003893,HK2 (2021-2022),5.8,0,Quản trị bán hàng
1687325,002330,HK1 (2022-2023),8.1,1,Lập trình phân tích dữ liệu 2
1687369,003245,HK3 (2020-2021),8.3,0,Tiếng Việt thực hành
1687369,003205,HK1 (2021-2022),6.5,0,Quản trị doanh nghiệp
1687369,003345,HK2 (2021-2022),8.3,0,Vật lý đại cương
1687369,002031,HK2 (2021-2022),6.5,1,Lập trình phân tích dữ liệu 1
1687369,001276,HK1 (2022-2023),5.9,0,Hành vi tổ chức
1687369,001076,HK1 (2022-2023),8.1,1,Tương tác người máy
1687369,003893,HK2 (2022-2023),6.7,0,Quản trị bán hàng
1687369,001295,HK1 (2023-2024),6.4,0,Quản trị nguồn nhân lực
1687369,003443,HK1 (2023-2024),0.0,1,Khai thác dữ liệu và ứng dụng
1687377,003395,HK2 (2019-2020),7.6,0,Logic học
1687377,003325,HK1 (2020-2021),7.3,0,Tâm lý học đại cương
