IDSinhVien,MaMonHoc,TenDot,DiemTongKet,ThuocKCNTT,TenMonHoc
1740006,003822,HK2 (2017-2018),8.2,0,Logic học
1740006,015400,HK1 (2018-2019),8.3,1,Công nghệ thông tin trong chuyển đổi số
1740006,001729,HK2 (2018-2019),7.4,1,Tương tác người máy
1740006,002876,HK2 (2018-2019),6.2,1,Lập Trình Hướng Sự Kiện với Công Nghệ Java
1740006,004099,HK1 (2019-2020),7.8,1,Khai thác dữ liệu và ứng dụng
1740006,002804,HK2 (2019-2020),6.0,1,Lập trình phân tán với công nghệ Java
1740006,003950,HK1 (2020-2021),8.8,1,Lập trình WWW (Java)
1740006,003952,HK2 (2020-2021),6.9,0,Tiếp thị điện tử
1740006,004196,HK2 (2020-2021),8.0,1,Quản lý dự án CNTT
1740006,001730,HK2 (2020-2021),8.6,1,Automat & ngôn ngữ hình thức
1740006,003953,HK2 (2020-2021),8.1,1,Lập trình phân tích dữ liệu 2
1740007,003822,HK2 (2017-2018),8.6,0,Logic học
1740007,015395,HK1 (2018-2019),8.6,0,Ứng dụng hóa học trong Công nghiệp
1740007,001724,HK2 (2018-2019),9.4,1,Hệ quản trị cơ sở dữ liệu
1740007,004150,HK2 (2018-2019),8.3,0,Thương mại điện tử
1740007,004099,HK1 (2019-2020),8.3,1,Khai thác dữ liệu và ứng dụng
1740007,002804,HK2 (2019-2020),8.3,1,Lập trình phân tán với công nghệ Java
1740007,003950,HK1 (2020-2021),8.3,1,Lập trình WWW (Java)
1740007,003733,HK1 (2020-2021),9.5,0,Cơ sở văn hóa Việt Nam
1740007,003953,HK2 (2020-2021),9.5,1,Lập trình phân tích dữ liệu 2
1740008,003631,HK2 (2017-2018),7.2,0,Vật lý đại cương
1740008,002876,HK2 (2018-2019),8.0,1,Lập Trình Hướng Sự Kiện với Công Nghệ Java
1740008,004351,HK1 (2019-2020),6.1,1,Kỹ thuật điện tử
1740008,002804,HK2 (2019-2020),7.0,1,Lập trình phân tán với công nghệ Java
1740008,003950,HK1 (2020-2021),7.2,1,Lập trình WWW (Java)
1740008,003634,HK1 (2020-2021),8.6,0,Âm nhạc – Nhạc lý và Guitar căn bản
1740008,004353,HK2 (2020-2021),8.1,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740008,004195,HK2 (2020-2021),8.0,1,Lập trình thiết bị di động nâng cao
1740009,003783,HK2 (2017-2018),8.6,0,Hàm phức và phép biến đổi Laplace
1740009,003877,HK1 (2018-2019),8.7,0,Môi trường và con người
1740009,002990,HK2 (2018-2019),9.0,1,Lập Trình Hướng Sự Kiện với Công Nghệ .NET
1740009,004150,HK2 (2018-2019),8.1,0,Thương mại điện tử
1740009,004022,HK1 (2019-2020),9.8,1,Lập trình phân tích dữ liệu 1
1740009,003406,HK2 (2019-2020),7.0,1,Lập trình Phân Tán Công Nghệ .NET
1740009,004202,HK1 (2020-2021),8.2,1,Lập trình WWW (.NET)
1740009,003633,HK1 (2020-2021),10.0,0,Tiếng Việt thực hành
1740009,001730,HK2 (2020-2021),8.7,1,Automat & ngôn ngữ hình thức
1740009,004024,HK2 (2020-2021),9.8,1,Nhập môn dữ liệu lớn
1740009,004353,HK2 (2020-2021),9.3,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740010,003605,HK2 (2017-2018),7.4,0,Phương pháp tính
1740010,003582,HK1 (2018-2019),7.0,0,Kỹ năng xây dựng kế hoạch
1740010,001724,HK2 (2018-2019),8.0,1,Hệ quản trị cơ sở dữ liệu
1740010,004099,HK1 (2019-2020),7.7,1,Khai thác dữ liệu và ứng dụng
1740010,003406,HK2 (2019-2020),7.7,1,Lập trình Phân Tán Công Nghệ .NET
1740010,003634,HK1 (2020-2021),8.8,0,Âm nhạc – Nhạc lý và Guitar căn bản
1740010,004195,HK2 (2020-2021),7.8,1,Lập trình thiết bị di động nâng cao
1740010,004353,HK2 (2020-2021),7.9,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740011,003697,HK2 (2017-2018),5.5,0,Toán ứng dụng
1740011,003582,HK1 (2018-2019),8.3,0,Kỹ năng xây dựng kế hoạch
1740011,001724,HK2 (2018-2019),7.8,1,Hệ quản trị cơ sở dữ liệu
1740011,004351,HK1 (2019-2020),8.2,1,Kỹ thuật điện tử
1740011,002804,HK2 (2019-2020),5.7,1,Lập trình phân tán với công nghệ Java
1740011,003950,HK1 (2020-2021),7.6,1,Lập trình WWW (Java)
1740011,003733,HK1 (2020-2021),9.0,0,Cơ sở văn hóa Việt Nam
1740011,004196,HK2 (2020-2021),7.8,1,Quản lý dự án CNTT
1740012,003631,HK2 (2017-2018),7.5,0,Vật lý đại cương
1740012,003582,HK1 (2018-2019),7.9,0,Kỹ năng xây dựng kế hoạch
1740012,002990,HK2 (2018-2019),7.2,1,Lập Trình Hướng Sự Kiện với Công Nghệ .NET
1740012,001729,HK2 (2018-2019),6.7,1,Tương tác người máy
1740012,004099,HK1 (2019-2020),8.6,1,Khai thác dữ liệu và ứng dụng
1740012,004022,HK1 (2019-2020),7.8,1,Lập trình phân tích dữ liệu 1
1740012,004351,HK1 (2019-2020),8.1,1,Kỹ thuật điện tử
1740012,003406,HK2 (2019-2020),9.8,1,Lập trình Phân Tán Công Nghệ .NET
1740012,004202,HK1 (2020-2021),7.4,1,Lập trình WWW (.NET)
1740012,004196,HK2 (2020-2021),7.6,1,Quản lý dự án CNTT
1740012,001730,HK2 (2020-2021),7.1,1,Automat & ngôn ngữ hình thức
1740012,004353,HK2 (2020-2021),7.1,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740013,003822,HK2 (2017-2018),8.0,0,Logic học
1740013,015396,HK1 (2018-2019),7.4,0,Ứng dụng 5S và Kaizen trong sản xuất
1740013,001724,HK2 (2018-2019),6.0,1,Hệ quản trị cơ sở dữ liệu
1740013,004150,HK2 (2018-2019),8.5,0,Thương mại điện tử
1740013,004022,HK1 (2019-2020),7.2,1,Lập trình phân tích dữ liệu 1
1740013,002804,HK2 (2019-2020),6.2,1,Lập trình phân tán với công nghệ Java
1740013,003950,HK1 (2020-2021),7.7,1,Lập trình WWW (Java)
1740013,003634,HK1 (2020-2021),8.1,0,Âm nhạc – Nhạc lý và Guitar căn bản
1740013,004353,HK2 (2020-2021),8.1,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740013,004196,HK2 (2020-2021),9.2,1,Quản lý dự án CNTT
1740013,004024,HK2 (2020-2021),7.5,1,Nhập môn dữ liệu lớn
1740014,003697,HK2 (2017-2018),8.4,0,Toán ứng dụng
1740014,015395,HK1 (2018-2019),8.2,0,Ứng dụng hóa học trong Công nghiệp
1740014,004021,HK2 (2018-2019),8.3,1,Lập trình GUI với Qt Framework
1740014,001729,HK2 (2018-2019),7.0,1,Tương tác người máy
1740014,004150,HK2 (2018-2019),8.1,0,Thương mại điện tử
1740014,004022,HK1 (2019-2020),6.0,1,Lập trình phân tích dữ liệu 1
1740014,004248,HK2 (2019-2020),7.9,1,Lập trình mạng với Qt Framework
1740014,004352,HK1 (2020-2021),8.3,1,Phát triển ứng dụng Web với Qt Engine
1740014,004196,HK2 (2020-2021),7.3,1,Quản lý dự án CNTT
1740014,003952,HK2 (2020-2021),9.7,0,Tiếp thị điện tử
1740014,004353,HK2 (2020-2021),8.1,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740014,004024,HK2 (2020-2021),8.1,1,Nhập môn dữ liệu lớn
1740015,003631,HK2 (2017-2018),9.4,0,Vật lý đại cương
1740015,015400,HK1 (2018-2019),8.1,1,Công nghệ thông tin trong chuyển đổi số
1740015,004150,HK2 (2018-2019),9.1,0,Thương mại điện tử
1740015,003733,HK1 (2020-2021),8.0,0,Cơ sở văn hóa Việt Nam
1740016,003697,HK2 (2017-2018),7.7,0,Toán ứng dụng
1740016,015395,HK1 (2018-2019),8.2,0,Ứng dụng hóa học trong Công nghiệp
1740016,001729,HK2 (2018-2019),7.1,1,Tương tác người máy
1740016,001724,HK2 (2018-2019),7.5,1,Hệ quản trị cơ sở dữ liệu
1740016,004351,HK1 (2019-2020),6.1,1,Kỹ thuật điện tử
1740016,004099,HK1 (2019-2020),7.8,1,Khai thác dữ liệu và ứng dụng
1740016,004022,HK1 (2019-2020),6.8,1,Lập trình phân tích dữ liệu 1
1740016,002804,HK2 (2019-2020),6.4,1,Lập trình phân tán với công nghệ Java
1740016,003950,HK1 (2020-2021),7.3,1,Lập trình WWW (Java)
1740016,003748,HK1 (2020-2021),7.9,0,Hội Họa
1740016,003953,HK2 (2020-2021),6.6,1,Lập trình phân tích dữ liệu 2
1740016,004196,HK2 (2020-2021),4.5,1,Quản lý dự án CNTT
1740017,003697,HK2 (2017-2018),9.8,0,Toán ứng dụng
1740017,004150,HK2 (2018-2019),8.8,0,Thương mại điện tử
1740017,004022,HK1 (2019-2020),8.0,1,Lập trình phân tích dữ liệu 1
1740017,003748,HK1 (2020-2021),8.4,0,Hội Họa
1740017,003952,HK2 (2020-2021),8.9,0,Tiếp thị điện tử
1740018,003697,HK2 (2017-2018),8.8,0,Toán ứng dụng
1740018,001724,HK2 (2018-2019),9.5,1,Hệ quản trị cơ sở dữ liệu
1740018,004248,HK2 (2019-2020),8.2,1,Lập trình mạng với Qt Framework
1740018,004352,HK1 (2020-2021),9.1,1,Phát triển ứng dụng Web với Qt Engine
1740018,003622,HK1 (2020-2021),9.8,0,Tâm lý học đại cương
1740018,001730,HK2 (2020-2021),8.6,1,Automat & ngôn ngữ hình thức
1740018,004196,HK2 (2020-2021),9.7,1,Quản lý dự án CNTT
1740018,003952,HK2 (2020-2021),9.3,0,Tiếp thị điện tử
1740019,003783,HK2 (2017-2018),7.7,0,Hàm phức và phép biến đổi Laplace
1740019,001729,HK2 (2018-2019),1.0,1,Tương tác người máy
1740019,003406,HK2 (2019-2020),6.4,1,Lập trình Phân Tán Công Nghệ .NET
1740019,004202,HK1 (2020-2021),8.3,1,Lập trình WWW (.NET)
1740019,003733,HK1 (2020-2021),6.7,0,Cơ sở văn hóa Việt Nam
1740019,004024,HK2 (2020-2021),6.0,1,Nhập môn dữ liệu lớn
1740019,001730,HK2 (2020-2021),7.1,1,Automat & ngôn ngữ hình thức
1740020,003697,HK2 (2017-2018),5.7,0,Toán ứng dụng
1740020,001724,HK2 (2018-2019),7.5,1,Hệ quản trị cơ sở dữ liệu
1740020,004150,HK2 (2018-2019),7.5,0,Thương mại điện tử
1740020,004099,HK1 (2019-2020),7.4,1,Khai thác dữ liệu và ứng dụng
1740020,003406,HK2 (2019-2020),7.7,1,Lập trình Phân Tán Công Nghệ .NET
1740020,003664,HK1 (2020-2021),7.3,0,Xã hội học
1740020,003953,HK2 (2020-2021),7.3,1,Lập trình phân tích dữ liệu 2
1740020,004196,HK2 (2020-2021),8.3,1,Quản lý dự án CNTT
1740020,003952,HK2 (2020-2021),5.4,0,Tiếp thị điện tử
1740021,003783,HK2 (2017-2018),7.7,0,Hàm phức và phép biến đổi Laplace
1740021,003582,HK1 (2018-2019),7.3,0,Kỹ năng xây dựng kế hoạch
1740021,001724,HK2 (2018-2019),5.2,1,Hệ quản trị cơ sở dữ liệu
1740021,001729,HK2 (2018-2019),8.3,1,Tương tác người máy
1740021,004099,HK1 (2019-2020),8.3,1,Khai thác dữ liệu và ứng dụng
1740021,002804,HK2 (2019-2020),7.7,1,Lập trình phân tán với công nghệ Java
1740021,003950,HK1 (2020-2021),7.8,1,Lập trình WWW (Java)
1740021,003951,HK1 (2020-2021),7.3,1,Lập trình IoTs
1740021,003622,HK1 (2020-2021),8.9,0,Tâm lý học đại cương
1740021,004196,HK2 (2020-2021),9.5,1,Quản lý dự án CNTT
1740021,004024,HK2 (2020-2021),7.5,1,Nhập môn dữ liệu lớn
1740022,003822,HK2 (2017-2018),5.5,0,Logic học
1740022,015395,HK1 (2018-2019),7.9,0,Ứng dụng hóa học trong Công nghiệp
1740022,001724,HK2 (2018-2019),8.3,1,Hệ quản trị cơ sở dữ liệu
1740022,004150,HK2 (2018-2019),6.6,0,Thương mại điện tử
1740022,003406,HK2 (2019-2020),8.2,1,Lập trình Phân Tán Công Nghệ .NET
1740022,003664,HK1 (2020-2021),8.4,0,Xã hội học
1740022,001730,HK2 (2020-2021),8.0,1,Automat & ngôn ngữ hình thức
1740023,003822,HK2 (2017-2018),7.5,0,Logic học
1740023,015400,HK1 (2018-2019),7.5,1,Công nghệ thông tin trong chuyển đổi số
1740023,001724,HK2 (2018-2019),5.4,1,Hệ quản trị cơ sở dữ liệu
1740023,002876,HK2 (2018-2019),7.7,1,Lập Trình Hướng Sự Kiện với Công Nghệ Java
1740023,004022,HK1 (2019-2020),7.8,1,Lập trình phân tích dữ liệu 1
1740023,004099,HK1 (2019-2020),7.0,1,Khai thác dữ liệu và ứng dụng
1740023,002804,HK2 (2019-2020),7.2,1,Lập trình phân tán với công nghệ Java
1740023,003950,HK1 (2020-2021),9.8,1,Lập trình WWW (Java)
1740023,003622,HK1 (2020-2021),8.6,0,Tâm lý học đại cương
1740023,001730,HK2 (2020-2021),8.9,1,Automat & ngôn ngữ hình thức
1740023,003952,HK2 (2020-2021),7.7,0,Tiếp thị điện tử
1740024,003697,HK2 (2017-2018),6.3,0,Toán ứng dụng
1740024,015400,HK1 (2018-2019),6.9,1,Công nghệ thông tin trong chuyển đổi số
1740024,004150,HK2 (2018-2019),1.7,0,Thương mại điện tử
1740024,003664,HK1 (2020-2021),8.1,0,Xã hội học
1740024,001730,HK2 (2020-2021),8.3,1,Automat & ngôn ngữ hình thức
1740025,003697,HK2 (2017-2018),9.7,0,Toán ứng dụng
1740025,015396,HK1 (2018-2019),10.0,0,Ứng dụng 5S và Kaizen trong sản xuất
1740025,001729,HK2 (2018-2019),7.6,1,Tương tác người máy
1740025,002804,HK2 (2019-2020),7.1,1,Lập trình phân tán với công nghệ Java
1740025,003634,HK1 (2020-2021),8.1,0,Âm nhạc – Nhạc lý và Guitar căn bản
1740025,003952,HK2 (2020-2021),10.0,0,Tiếp thị điện tử
1740025,004195,HK2 (2020-2021),9.1,1,Lập trình thiết bị di động nâng cao
1740026,003822,HK2 (2017-2018),7.7,0,Logic học
1740026,015396,HK1 (2018-2019),7.8,0,Ứng dụng 5S và Kaizen trong sản xuất
1740026,001729,HK2 (2018-2019),8.4,1,Tương tác người máy
1740026,004150,HK2 (2018-2019),6.1,0,Thương mại điện tử
1740026,002804,HK2 (2019-2020),6.9,1,Lập trình phân tán với công nghệ Java
1740026,003634,HK1 (2020-2021),7.1,0,Âm nhạc – Nhạc lý và Guitar căn bản
1740026,004024,HK2 (2020-2021),7.3,1,Nhập môn dữ liệu lớn
1740027,003631,HK2 (2017-2018),8.3,0,Vật lý đại cương
1740027,004150,HK2 (2018-2019),9.3,0,Thương mại điện tử
1740027,004099,HK1 (2019-2020),8.6,1,Khai thác dữ liệu và ứng dụng
1740027,014192,HK1 (2020-2021),10.0,0,Kỹ năng sử dụng bàn phím và thiết bị văn phòng
1740028,003631,HK2 (2017-2018),8.9,0,Vật lý đại cương
1740028,015395,HK1 (2018-2019),8.1,0,Ứng dụng hóa học trong Công nghiệp
1740028,002876,HK2 (2018-2019),8.3,1,Lập Trình Hướng Sự Kiện với Công Nghệ Java
1740028,001729,HK2 (2018-2019),7.9,1,Tương tác người máy
1740028,004150,HK2 (2018-2019),7.8,0,Thương mại điện tử
1740028,004099,HK1 (2019-2020),5.1,1,Khai thác dữ liệu và ứng dụng
1740028,002804,HK2 (2019-2020),5.1,1,Lập trình phân tán với công nghệ Java
1740028,003950,HK1 (2020-2021),6.1,1,Lập trình WWW (Java)
1740028,004195,HK2 (2020-2021),8.4,1,Lập trình thiết bị di động nâng cao
1740028,001730,HK2 (2020-2021),8.3,1,Automat & ngôn ngữ hình thức
1740028,003952,HK2 (2020-2021),8.1,0,Tiếp thị điện tử
1740029,003822,HK2 (2017-2018),8.3,0,Logic học
1740029,003582,HK1 (2018-2019),8.0,0,Kỹ năng xây dựng kế hoạch
1740029,001729,HK2 (2018-2019),8.3,1,Tương tác người máy
1740029,004150,HK2 (2018-2019),7.4,0,Thương mại điện tử
1740029,004022,HK1 (2019-2020),7.5,1,Lập trình phân tích dữ liệu 1
1740029,004248,HK2 (2019-2020),8.0,1,Lập trình mạng với Qt Framework
1740029,004352,HK1 (2020-2021),7.7,1,Phát triển ứng dụng Web với Qt Engine
1740029,003748,HK1 (2020-2021),8.1,0,Hội Họa
1740029,004196,HK2 (2020-2021),6.6,1,Quản lý dự án CNTT
1740029,003953,HK2 (2020-2021),8.7,1,Lập trình phân tích dữ liệu 2
1740030,003605,HK2 (2017-2018),7.2,0,Phương pháp tính
1740030,004150,HK2 (2018-2019),7.2,0,Thương mại điện tử
1740030,003622,HK1 (2020-2021),7.5,0,Tâm lý học đại cương
1740030,004195,HK2 (2020-2021),7.4,1,Lập trình thiết bị di động nâng cao
1740031,003783,HK2 (2017-2018),6.8,0,Hàm phức và phép biến đổi Laplace
1740031,002990,HK2 (2018-2019),5.5,1,Lập Trình Hướng Sự Kiện với Công Nghệ .NET
1740031,004022,HK1 (2019-2020),5.6,1,Lập trình phân tích dữ liệu 1
1740031,003406,HK2 (2019-2020),6.3,1,Lập trình Phân Tán Công Nghệ .NET
1740031,004202,HK1 (2020-2021),4.3,1,Lập trình WWW (.NET)
1740031,003748,HK1 (2020-2021),7.0,0,Hội Họa
1740031,003952,HK2 (2020-2021),6.7,0,Tiếp thị điện tử
1740032,003697,HK2 (2017-2018),7.3,0,Toán ứng dụng
1740032,003582,HK1 (2018-2019),7.5,0,Kỹ năng xây dựng kế hoạch
1740032,002990,HK2 (2018-2019),6.7,1,Lập Trình Hướng Sự Kiện với Công Nghệ .NET
1740032,004099,HK1 (2019-2020),8.1,1,Khai thác dữ liệu và ứng dụng
1740032,003406,HK2 (2019-2020),7.2,1,Lập trình Phân Tán Công Nghệ .NET
1740032,003634,HK1 (2020-2021),8.9,0,Âm nhạc – Nhạc lý và Guitar căn bản
1740032,004196,HK2 (2020-2021),7.6,1,Quản lý dự án CNTT
1740032,003952,HK2 (2020-2021),8.2,0,Tiếp thị điện tử
1740033,003605,HK2 (2017-2018),7.7,0,Phương pháp tính
1740033,004150,HK2 (2018-2019),8.0,0,Thương mại điện tử
1740033,003733,HK1 (2020-2021),6.8,0,Cơ sở văn hóa Việt Nam
1740033,001479,HK1 (2018-2019),7.5,0,Địa lí kinh tế
1740034,003822,HK2 (2017-2018),8.3,0,Logic học
1740034,015396,HK1 (2018-2019),8.6,0,Ứng dụng 5S và Kaizen trong sản xuất
1740034,004021,HK2 (2018-2019),7.4,1,Lập trình GUI với Qt Framework
1740034,001729,HK2 (2018-2019),6.2,1,Tương tác người máy
1740034,004022,HK1 (2019-2020),8.7,1,Lập trình phân tích dữ liệu 1
1740034,004099,HK1 (2019-2020),7.8,1,Khai thác dữ liệu và ứng dụng
1740034,004351,HK1 (2019-2020),6.2,1,Kỹ thuật điện tử
1740034,004248,HK2 (2019-2020),6.3,1,Lập trình mạng với Qt Framework
1740034,004352,HK1 (2020-2021),7.6,1,Phát triển ứng dụng Web với Qt Engine
1740034,003951,HK1 (2020-2021),6.5,1,Lập trình IoTs
1740034,004196,HK2 (2020-2021),8.8,1,Quản lý dự án CNTT
1740034,001730,HK2 (2020-2021),6.1,1,Automat & ngôn ngữ hình thức
1740035,003783,HK2 (2017-2018),8.4,0,Hàm phức và phép biến đổi Laplace
1740035,015396,HK1 (2018-2019),8.3,0,Ứng dụng 5S và Kaizen trong sản xuất
1740035,001724,HK2 (2018-2019),7.7,1,Hệ quản trị cơ sở dữ liệu
1740035,004150,HK2 (2018-2019),6.4,0,Thương mại điện tử
1740035,004099,HK1 (2019-2020),7.3,1,Khai thác dữ liệu và ứng dụng
1740035,003406,HK2 (2019-2020),7.1,1,Lập trình Phân Tán Công Nghệ .NET
1740035,004202,HK1 (2020-2021),7.2,1,Lập trình WWW (.NET)
1740035,014192,HK1 (2020-2021),7.5,0,Kỹ năng sử dụng bàn phím và thiết bị văn phòng
1740035,004353,HK2 (2020-2021),7.8,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740035,004196,HK2 (2020-2021),7.6,1,Quản lý dự án CNTT
1740035,003953,HK2 (2020-2021),8.7,1,Lập trình phân tích dữ liệu 2
1740036,003783,HK2 (2017-2018),8.8,0,Hàm phức và phép biến đổi Laplace
1740036,003582,HK1 (2018-2019),7.1,0,Kỹ năng xây dựng kế hoạch
1740036,004150,HK2 (2018-2019),8.3,0,Thương mại điện tử
1740036,003633,HK1 (2020-2021),6.2,0,Tiếng Việt thực hành
1740036,004196,HK2 (2020-2021),8.4,1,Quản lý dự án CNTT
1740037,003605,HK2 (2017-2018),8.4,0,Phương pháp tính
1740037,002876,HK2 (2018-2019),8.1,1,Lập Trình Hướng Sự Kiện với Công Nghệ Java
1740037,004150,HK2 (2018-2019),9.1,0,Thương mại điện tử
1740037,004022,HK1 (2019-2020),9.6,1,Lập trình phân tích dữ liệu 1
1740037,002804,HK2 (2019-2020),6.8,1,Lập trình phân tán với công nghệ Java
1740037,003950,HK1 (2020-2021),8.2,1,Lập trình WWW (Java)
1740037,003634,HK1 (2020-2021),7.0,0,Âm nhạc – Nhạc lý và Guitar căn bản
1740037,003953,HK2 (2020-2021),8.5,1,Lập trình phân tích dữ liệu 2
1740037,004195,HK2 (2020-2021),7.8,1,Lập trình thiết bị di động nâng cao
1740038,003697,HK2 (2017-2018),2.1,0,Toán ứng dụng
1740038,015400,HK1 (2018-2019),4.6,1,Công nghệ thông tin trong chuyển đổi số
1740038,004150,HK2 (2018-2019),5.1,0,Thương mại điện tử
1740038,003748,HK1 (2020-2021),5.4,0,Hội Họa
1740038,004353,HK2 (2020-2021),6.8,1,Kiến trúc hướng dịch vụ và Điện toán đám mây
1740039,003605,HK2 (2017-2018),6.6,0,Phương pháp tính
1740039,004150,HK2 (2018-2019),7.5,0,Thương mại điện tử
1740039,004022,HK1 (2019-2020),8.0,1,Lập trình phân tích dữ liệu 1
1740039,002804,HK2 (2019-2020),7.6,1,Lập trình phân tán với công nghệ Java
1740039,003748,HK1 (2020-2021),7.0,0,Hội Họa
1740039,003633,HK1 (2020-2021),7.6,0,Tiếng Việt thực hành
1740039,003953,HK2 (2020-2021),5.5,1,Lập trình phân tích dữ liệu 2
1740040,003783,HK2 (2017-2018),6.6,0,Hàm phức và phép biến đổi Laplace
1740040,015396,HK1 (2018-2019),4.1,0,Ứng dụng 5S và Kaizen trong sản xuất
1740040,001724,HK2 (2018-2019),1.4,1,Hệ quản trị cơ sở dữ liệu
1740040,001729,HK2 (2018-2019),2.7,1,Tương tác người máy
1740040,004351,HK1 (2019-2020),4.2,1,Kỹ thuật điện tử
1740040,004099,HK1 (2019-2020),6.2,1,Khai thác dữ liệu và ứng dụng
1740040,002804,HK2 (2019-2020),0.4,1,Lập trình phân tán với công nghệ Java
1740040,003950,HK1 (2020-2021),3.4,1,Lập trình WWW (Java)
1740040,003953,HK2 (2020-2021),5.3,1,Lập trình phân tích dữ liệu 2
1740040,004195,HK2 (2020-2021),3.4,1,Lập trình thiết bị di động nâng cao
1740041,003631,HK2 (2017-2018),7.6,0,Vật lý đại cương
1740041,002876,HK2 (2018-2019),8.4,1,Lập Trình Hướng Sự Kiện với Công Nghệ Java
1740041,003733,HK1 (2020-2021),8.3,0,Cơ sở văn hóa Việt Nam
1740041,015396,HK1 (2018-2019),6.0,0,Ứng dụng 5S và Kaizen trong sản xuất
1740042,003605,HK2 (2017-2018),8.2,0,Phương pháp tính
1740042,001729,HK2 (2018-2019),8.8,1,Tương tác người máy
1740042,004351,HK1 (2019-2020),8.5,1,Kỹ thuật điện tử
1740042,002804,HK2 (2019-2020),9.0,1,Lập trình phân tán với công nghệ Java
1740042,014192,HK1 (2020-2021),8.9,0,Kỹ năng sử dụng bàn phím và thiết bị văn phòng
1740042,004196,HK2 (2020-2021),8.8,1,Quản lý dự án CNTT
1740042,004024,HK2 (2020-2021),9.6,1,Nhập môn dữ liệu lớn
