IDSinhVien,nganh,MaMonHoc,TenMonHoc,TenDot,hk_so,nam_hoc,DiemTongKet,DiemTongKet4,DiemChu,dat,ThuocKCNTT
2030642,IT,001724,Hệ quản trị cơ sở dữ liệu,HK2 (2021-2022),2,2021-2022,9.8,4.0,A+,True,1
1639999,IT,014192,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,HK1 (2019-2020),1,2019-2020,9.8,4.0,A+,True,0
1934531,IT,015012,Mạng không dây,HK2 (2021-2022),2,2021-2022,9.7,4.0,A+,True,1
1636907,IT,004150,Thương mại điện tử,HK1 (2018-2019),1,2018-2019,9.7,4.0,A+,True,0
2035250,IT,015013,Quản lý dự án hệ thống thông tin,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,1
2030303,IT,003877,Môi trường và con người,HK1 (2021-2022),1,2021-2022,9.7,4.0,A+,True,0
1737640,IT,001954,Trí tuệ nhân tạo,HK2 (2019-2020),2,2019-2020,9.7,4.0,A+,True,1
1731919,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2019-2020),1,2019-2020,9.7,4.0,A+,True,1
1637049,IT,004150,Thương mại điện tử,HK1 (2018-2019),1,2018-2019,9.7,4.0,A+,True,0
1936332,IT,015012,Mạng không dây,HK2 (2021-2022),2,2021-2022,9.7,4.0,A+,True,1
1934966,IT,003634,Âm nhạc – Nhạc lý và Guitar căn bản,HK1 (2022-2023),1,2022-2023,9.7,4.0,A+,True,0
2036497,IT,003631,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.7,4.0,A+,True,0
2037602,IT,015021,Hệ thống ảo và Khả năng mở rộng dữ liệu,HK2 (2023-2024),2,2023-2024,9.7,4.0,A+,True,1
1931767,IT,003605,Phương pháp tính,HK2 (2019-2020),2,2019-2020,9.7,4.0,A+,True,0
1934966,IT,001730,Automat & ngôn ngữ hình thức,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,1
2036440,IT,015433,Kiến trúc và lập trình Web nâng cao,HK1 (2023-2024),1,2023-2024,9.7,4.0,A+,True,1
1730444,IT,003664,Xã hội học,HK1 (2020-2021),1,2020-2021,9.7,4.0,A+,True,0
1730312,IT,004150,Thương mại điện tử,HK1 (2019-2020),1,2019-2020,9.7,4.0,A+,True,0
2033511,IT,003822,Logic học,HK2 (2020-2021),2,2020-2021,9.7,4.0,A+,True,0
2033666,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2021-2022),2,2021-2022,9.7,4.0,A+,True,1
1934966,IT,015012,Mạng không dây,HK2 (2021-2022),2,2021-2022,9.7,4.0,A+,True,1
1832923,IT,015016,Điện toán đám mây,HK2 (2019-2020),2,2019-2020,9.7,4.0,A+,True,1
1739493,IT,014192,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,HK1 (2020-2021),1,2020-2021,9.7,4.0,A+,True,0
1831008,IT,003822,Logic học,HK2 (2018-2019),2,2018-2019,9.7,4.0,A+,True,0
1934966,IT,003631,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.7,4.0,A+,True,0
1939185,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2020-2021),2,2020-2021,9.7,4.0,A+,True,1
1834279,IT,015016,Điện toán đám mây,HK2 (2019-2020),2,2019-2020,9.7,4.0,A+,True,1
1932789,IT,015006,Cơ sở dữ liệu phân tán,HK2 (2020-2021),2,2020-2021,9.7,4.0,A+,True,1
1735090,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2018-2019),2,2018-2019,9.7,4.0,A+,True,1
1934263,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2020-2021),2,2020-2021,9.7,4.0,A+,True,1
2036497,IT,015021,Hệ thống ảo và Khả năng mở rộng dữ liệu,HK2 (2023-2024),2,2023-2024,9.7,4.0,A+,True,1
2030642,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2022-2023),1,2022-2023,9.7,4.0,A+,True,1
1833131,IT,003822,Logic học,HK2 (2018-2019),2,2018-2019,9.7,4.0,A+,True,0
1937170,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2020-2021),2,2020-2021,9.7,4.0,A+,True,1
2036867,IT,001724,Hệ quản trị cơ sở dữ liệu,HK2 (2021-2022),2,2021-2022,9.7,4.0,A+,True,1
1933162,IT,015396,Ứng dụng 5S và Kaizen trong sản xuất,HK1 (2020-2021),1,2020-2021,9.7,4.0,A+,True,0
1933162,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2021-2022),1,2021-2022,9.7,4.0,A+,True,1
2036117,IT,015010,Phát triển ứng dụng WEB,HK1 (2022-2023),1,2022-2023,9.7,4.0,A+,True,1
2038649,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2022-2023),1,2022-2023,9.7,4.0,A+,True,1
1730702,IT,003697,Toán ứng dụng,HK2 (2017-2018),2,2017-2018,9.7,4.0,A+,True,0
1631316,IT,003822,Logic học,HK2 (2016-2017),2,2016-2017,9.7,4.0,A+,True,0
1739905,IT,003582,Kỹ năng xây dựng kế hoạch,HK1 (2018-2019),1,2018-2019,9.7,4.0,A+,True,0
1639664,IT,014192,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,HK1 (2019-2020),1,2019-2020,9.7,4.0,A+,True,0
1930565,IT,003822,Logic học,HK2 (2019-2020),2,2019-2020,9.6,4.0,A+,True,0
1839460,IT,015012,Mạng không dây,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,1
1637887,IT,015003,Truyền số liệu,HK1 (2019-2020),1,2019-2020,9.6,4.0,A+,True,1
1938493,IT,003748,Hội Họa,HK1 (2022-2023),1,2022-2023,9.6,4.0,A+,True,0
1639599,IT,001730,Automat & ngôn ngữ hình thức,HK2 (2019-2020),2,2019-2020,9.6,4.0,A+,True,1
1635630,IT,015012,Mạng không dây,HK2 (2018-2019),2,2018-2019,9.6,4.0,A+,True,1
1635630,IT,015400,Công nghệ thông tin trong chuyển đổi số,HK1 (2017-2018),1,2017-2018,9.6,4.0,A+,True,1
1835814,IT,001954,Trí tuệ nhân tạo,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,1
1735747,IT,015016,Điện toán đám mây,HK2 (2018-2019),2,2018-2019,9.6,4.0,A+,True,1
2032136,IT,001724,Hệ quản trị cơ sở dữ liệu,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,1
2030331,IT,003783,Hàm phức và phép biến đổi Laplace,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,0
2039569,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2022-2023),1,2022-2023,9.6,4.0,A+,True,1
2038460,IT,003822,Logic học,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,0
1839809,IT,015010,Phát triển ứng dụng WEB,HK1 (2020-2021),1,2020-2021,9.6,4.0,A+,True,1
1832591,IT,003631,Vật lý đại cương,HK2 (2018-2019),2,2018-2019,9.6,4.0,A+,True,0
1833499,IT,004150,Thương mại điện tử,HK1 (2020-2021),1,2020-2021,9.6,4.0,A+,True,0
1839955,IT,001730,Automat & ngôn ngữ hình thức,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,1
1839397,IT,015021,Hệ thống ảo và Khả năng mở rộng dữ liệu,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,1
1931767,IT,003733,Cơ sở văn hóa Việt Nam,HK1 (2022-2023),1,2022-2023,9.6,4.0,A+,True,0
2032136,IT,015006,Cơ sở dữ liệu phân tán,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,1
1838969,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2019-2020),2,2019-2020,9.6,4.0,A+,True,1
1936231,IT,003633,Tiếng Việt thực hành,HK1 (2022-2023),1,2022-2023,9.6,4.0,A+,True,0
1739493,IT,015010,Phát triển ứng dụng WEB,HK1 (2019-2020),1,2019-2020,9.6,4.0,A+,True,1
1731291,IT,015018,Điện toán cụm,HK2 (2018-2019),2,2018-2019,9.6,4.0,A+,True,1
1730825,IT,003605,Phương pháp tính,HK2 (2017-2018),2,2017-2018,9.6,4.0,A+,True,0
1934665,IT,015018,Điện toán cụm,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,1
1637539,IT,015010,Phát triển ứng dụng WEB,HK1 (2018-2019),1,2018-2019,9.6,4.0,A+,True,1
2037469,IT,015018,Điện toán cụm,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,1
1933162,IT,015012,Mạng không dây,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,1
1934531,IT,003605,Phương pháp tính,HK2 (2019-2020),2,2019-2020,9.6,4.0,A+,True,0
1737640,IT,003877,Môi trường và con người,HK1 (2018-2019),1,2018-2019,9.6,4.0,A+,True,0
1837070,IT,015018,Điện toán cụm,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,1
2035715,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,1
1833012,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,1
2039485,IT,015012,Mạng không dây,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,1
1831008,IT,003633,Tiếng Việt thực hành,HK1 (2021-2022),1,2021-2022,9.5,4.0,A+,True,0
2036440,IT,015013,Quản lý dự án hệ thống thông tin,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,1
2036440,IT,001724,Hệ quản trị cơ sở dữ liệu,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,1
1732097,IT,015016,Điện toán đám mây,HK2 (2018-2019),2,2018-2019,9.5,4.0,A+,True,1
2036497,IT,003877,Môi trường và con người,HK1 (2021-2022),1,2021-2022,9.5,4.0,A+,True,0
1934762,IT,015016,Điện toán đám mây,HK2 (2020-2021),2,2020-2021,9.5,4.0,A+,True,1
1730702,IT,004150,Thương mại điện tử,HK1 (2019-2020),1,2019-2020,9.5,4.0,A+,True,0
2035956,IT,015006,Cơ sở dữ liệu phân tán,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,1
1638487,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2017-2018),2,2017-2018,9.5,4.0,A+,True,1
1639999,IT,015012,Mạng không dây,HK2 (2018-2019),2,2018-2019,9.5,4.0,A+,True,1
1630988,IT,003664,Xã hội học,HK1 (2019-2020),1,2019-2020,9.5,4.0,A+,True,0
1932789,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2021-2022),1,2021-2022,9.5,4.0,A+,True,1
1939222,IT,015013,Quản lý dự án hệ thống thông tin,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,1
1738718,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2018-2019),2,2018-2019,9.5,4.0,A+,True,1
1737640,IT,004150,Thương mại điện tử,HK1 (2019-2020),1,2019-2020,9.5,4.0,A+,True,0
1836645,IT,015396,Ứng dụng 5S và Kaizen trong sản xuất,HK1 (2019-2020),1,2019-2020,9.5,4.0,A+,True,0
1737259,IT,001954,Trí tuệ nhân tạo,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,1
1831053,IT,015016,Điện toán đám mây,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,1
1635433,IT,015003,Truyền số liệu,HK1 (2019-2020),1,2019-2020,9.5,4.0,A+,True,1
1930740,IT,003622,Tâm lý học đại cương,HK1 (2022-2023),1,2022-2023,9.5,4.0,A+,True,0
2039569,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,1
1830003,IT,003622,Tâm lý học đại cương,HK1 (2021-2022),1,2021-2022,9.4,4.0,A+,True,0
1935164,IT,001954,Trí tuệ nhân tạo,HK2 (2021-2022),2,2021-2022,9.4,4.0,A+,True,1
1837070,IT,015010,Phát triển ứng dụng WEB,HK1 (2020-2021),1,2020-2021,9.4,4.0,A+,True,1
2036440,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2022-2023),1,2022-2023,9.4,4.0,A+,True,1
2039569,IT,015012,Mạng không dây,HK2 (2022-2023),2,2022-2023,9.4,4.0,A+,True,1
1731291,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2019-2020),1,2019-2020,9.4,4.0,A+,True,1
1638613,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2017-2018),2,2017-2018,9.4,4.0,A+,True,1
2036497,IT,015010,Phát triển ứng dụng WEB,HK1 (2022-2023),1,2022-2023,9.4,4.0,A+,True,1
2030642,IT,003733,Cơ sở văn hóa Việt Nam,HK1 (2023-2024),1,2023-2024,9.4,4.0,A+,True,0
1739493,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2018-2019),2,2018-2019,9.4,4.0,A+,True,1
1636225,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2017-2018),2,2017-2018,9.4,4.0,A+,True,1
1934103,IT,015018,Điện toán cụm,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,1
1637539,IT,015016,Điện toán đám mây,HK2 (2017-2018),2,2017-2018,9.4,4.0,A+,True,1
1830003,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2019-2020),2,2019-2020,9.4,4.0,A+,True,1
2035956,IT,003582,Kỹ năng xây dựng kế hoạch,HK1 (2021-2022),1,2021-2022,9.4,4.0,A+,True,0
1932917,IT,004150,Thương mại điện tử,HK1 (2021-2022),1,2021-2022,9.4,4.0,A+,True,0
1733789,IT,004150,Thương mại điện tử,HK1 (2019-2020),1,2019-2020,9.4,4.0,A+,True,0
2038649,IT,004150,Thương mại điện tử,HK1 (2022-2023),1,2022-2023,9.4,4.0,A+,True,0
1732113,IT,001479,Địa lí kinh tế,HK1 (2018-2019),1,2018-2019,9.4,4.0,A+,True,0
1630988,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2018-2019),1,2018-2019,9.4,4.0,A+,True,1
2037469,IT,003634,Âm nhạc – Nhạc lý và Guitar căn bản,HK1 (2023-2024),1,2023-2024,9.4,4.0,A+,True,0
1937013,IT,001724,Hệ quản trị cơ sở dữ liệu,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,1
2030969,IT,015010,Phát triển ứng dụng WEB,HK1 (2022-2023),1,2022-2023,9.4,4.0,A+,True,1
1933138,IT,015013,Quản lý dự án hệ thống thông tin,HK2 (2021-2022),2,2021-2022,9.4,4.0,A+,True,1
1730130,IT,015016,Điện toán đám mây,HK2 (2018-2019),2,2018-2019,9.4,4.0,A+,True,1
1833499,IT,001954,Trí tuệ nhân tạo,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,1
2030500,IT,015021,Hệ thống ảo và Khả năng mở rộng dữ liệu,HK2 (2023-2024),2,2023-2024,9.4,4.0,A+,True,1
2032533,IT,004150,Thương mại điện tử,HK1 (2022-2023),1,2022-2023,9.4,4.0,A+,True,0
2032533,IT,003783,Hàm phức và phép biến đổi Laplace,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,0
1632025,IT,015012,Mạng không dây,HK2 (2018-2019),2,2018-2019,9.4,4.0,A+,True,1
1637887,IT,015013,Quản lý dự án hệ thống thông tin,HK2 (2018-2019),2,2018-2019,9.4,4.0,A+,True,1
2039341,IT,001479,Địa lí kinh tế,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,0
1637499,IT,015010,Phát triển ứng dụng WEB,HK1 (2018-2019),1,2018-2019,9.3,4.0,A+,True,1
1739199,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2018-2019),2,2018-2019,9.3,4.0,A+,True,1
2033926,IT,015010,Phát triển ứng dụng WEB,HK1 (2022-2023),1,2022-2023,9.3,4.0,A+,True,1
1833361,IT,015433,Kiến trúc và lập trình Web nâng cao,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,1
1833499,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2019-2020),2,2019-2020,9.3,4.0,A+,True,1
1734492,IT,015010,Phát triển ứng dụng WEB,HK1 (2019-2020),1,2019-2020,9.3,4.0,A+,True,1
2030303,IT,003783,Hàm phức và phép biến đổi Laplace,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1739836,IT,004150,Thương mại điện tử,HK1 (2019-2020),1,2019-2020,9.3,4.0,A+,True,0
1630804,IT,001843,Kiến trúc và cài đặt hệ quản trị CSDL,HK2 (2017-2018),2,2017-2018,9.3,4.0,A+,True,1
1735431,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2019-2020),1,2019-2020,9.3,4.0,A+,True,1
1736397,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2018-2019),2,2018-2019,9.3,4.0,A+,True,1
1934531,IT,014192,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,HK1 (2022-2023),1,2022-2023,9.3,4.0,A+,True,0
1938493,IT,003822,Logic học,HK2 (2019-2020),2,2019-2020,9.3,4.0,A+,True,0
1934942,IT,015013,Quản lý dự án hệ thống thông tin,HK2 (2021-2022),2,2021-2022,9.3,4.0,A+,True,1
1730312,IT,003631,Vật lý đại cương,HK2 (2017-2018),2,2017-2018,9.3,4.0,A+,True,0
1638487,IT,001479,Địa lí kinh tế,HK1 (2017-2018),1,2017-2018,9.3,4.0,A+,True,0
1931333,IT,015010,Phát triển ứng dụng WEB,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,1
1739493,IT,003582,Kỹ năng xây dựng kế hoạch,HK1 (2018-2019),1,2018-2019,9.3,4.0,A+,True,0
1638613,IT,015021,Hệ thống ảo và Khả năng mở rộng dữ liệu,HK2 (2019-2020),2,2019-2020,9.3,4.0,A+,True,1
1638613,IT,003748,Hội Họa,HK1 (2019-2020),1,2019-2020,9.3,4.0,A+,True,0
1931076,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,1
1839280,IT,003634,Âm nhạc – Nhạc lý và Guitar căn bản,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,0
1735090,IT,003633,Tiếng Việt thực hành,HK1 (2020-2021),1,2020-2021,9.3,4.0,A+,True,0
1932789,IT,014192,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,HK1 (2022-2023),1,2022-2023,9.3,4.0,A+,True,0
1839397,IT,015017,Kiến trúc lưu trữ phân tán,HK2 (2019-2020),2,2019-2020,9.3,4.0,A+,True,1
1833912,IT,015009,Công cụ Web và Website hướng dữ liệu,HK1 (2020-2021),1,2020-2021,9.3,4.0,A+,True,1
