IDSinhVien,nganh,so_mon_total,so_mon_dat_total,diem_tb_total,gpa_thang4,so_mon_cntt,so_mon_dat_cntt
1640083,SE,4,1,4.28,1.0,2.0,0.0
1640084,SE,12,11,6.96,2.62,8.0,7.0
1640085,SE,12,12,7.32,2.8,10.0,10.0
1640086,SE,11,11,8.45,3.68,8.0,8.0
1640087,SE,8,6,6.64,2.62,4.0,3.0
1640088,SE,7,7,8.57,3.72,4.0,4.0
1640089,SE,8,8,8.98,3.85,4.0,4.0
1640090,SE,12,12,8.99,3.87,9.0,9.0
1640091,SE,12,12,8.02,3.23,10.0,10.0
1640092,SE,4,4,8.38,3.5,1.0,1.0
1640093,SE,8,8,7.16,2.9,5.0,5.0
1640094,SE,12,10,6.9,2.44,8.0,6.0
1640095,SE,9,9,8.64,3.6,6.0,6.0
1640096,SE,4,4,7.5,0.0,,
1640097,SE,7,7,8.71,3.82,4.0,4.0
1640098,SE,11,11,8.21,3.41,8.0,8.0
1640099,SE,4,4,8.35,3.5,2.0,2.0
1640100,SE,7,7,7.39,2.83,3.0,3.0
1740001,SE,9,9,9.07,3.97,6.0,6.0
1740002,SE,8,8,7.34,3.3,5.0,5.0
1740003,SE,12,12,7.48,3.05,11.0,11.0
1740004,SE,11,10,6.85,2.56,9.0,8.0
1740005,SE,6,5,6.2,1.83,3.0,2.0
1740006,SE,11,11,7.66,3.23,9.0,9.0
1740007,SE,9,9,8.76,3.7,5.0,5.0
1740008,SE,8,8,7.52,3.17,6.0,6.0
1740009,SE,11,11,8.84,3.76,7.0,7.0
1740010,SE,8,8,7.79,3.1,5.0,5.0
1740011,SE,8,8,7.49,2.9,5.0,5.0
1740012,SE,12,12,7.73,3.18,10.0,10.0
1740013,SE,11,11,7.63,3.07,7.0,7.0
1740014,SE,12,12,7.95,3.19,8.0,8.0
1740015,SE,4,4,8.65,3.5,1.0,1.0
1740016,SE,12,11,6.99,2.56,9.0,8.0
1740017,SE,5,5,8.78,3.5,1.0,1.0
1740018,SE,8,8,9.12,3.86,5.0,5.0
1740019,SE,7,6,6.17,2.3,5.0,4.0
1740020,SE,9,9,7.12,3.1,5.0,5.0
1740021,SE,11,11,7.77,3.06,8.0,8.0
1740022,SE,7,7,7.56,3.5,3.0,3.0
1740023,SE,11,11,7.74,3.04,8.0,8.0
1740024,SE,5,4,6.26,3.0,2.0,2.0
1740025,SE,7,7,8.8,3.33,3.0,3.0
1740026,SE,7,7,7.33,3.0,3.0,3.0
1740027,SE,4,4,9.05,3.8,1.0,1.0
1740028,SE,11,11,7.46,2.71,7.0,7.0
1740029,SE,10,10,7.86,3.22,6.0,6.0
1740030,SE,4,4,7.32,3.0,1.0,1.0
1740031,SE,7,6,6.03,1.88,4.0,3.0
1740032,SE,8,8,7.69,3.0,4.0,4.0
1740033,SE,4,4,7.5,0.0,,
1740034,SE,12,12,7.38,2.91,10.0,10.0
1740035,SE,11,11,7.64,3.11,7.0,7.0
1740036,SE,5,5,7.76,3.5,1.0,1.0
1740037,SE,9,9,8.17,3.38,6.0,6.0
1740038,SE,5,3,4.8,1.75,2.0,1.0
1740039,SE,7,7,7.11,2.83,3.0,3.0
1740040,SE,10,3,3.77,0.62,8.0,2.0
1740041,SE,4,4,7.58,3.5,1.0,1.0
1740042,SE,7,7,8.83,3.88,5.0,5.0
1740043,SE,12,12,8.67,3.51,8.0,8.0
1740044,SE,12,12,7.83,3.23,9.0,9.0
1740045,SE,4,4,7.65,3.5,1.0,1.0
1740046,SE,11,11,7.85,3.26,8.0,8.0
1740047,SE,5,5,8.5,3.77,3.0,3.0
1740048,SE,5,5,7.0,3.0,1.0,1.0
1740049,SE,7,7,6.81,2.8,5.0,5.0
1740050,SE,9,9,7.99,3.35,6.0,6.0
1740051,SE,10,6,5.05,1.75,6.0,4.0
1740052,SE,12,12,7.52,3.29,8.0,8.0
1740053,SE,11,11,7.61,3.09,9.0,9.0
1740054,SE,11,10,6.87,2.58,6.0,6.0
1740055,SE,7,7,7.64,3.02,5.0,5.0
1740056,SE,7,7,8.61,3.58,4.0,4.0
1740057,SE,4,4,7.95,0.0,,
1740058,SE,12,12,7.61,3.09,9.0,9.0
1740059,SE,5,5,7.26,3.0,2.0,2.0
1740060,SE,8,6,6.32,2.0,5.0,3.0
1740061,SE,11,11,8.81,3.66,8.0,8.0
1740062,SE,8,6,5.95,1.5,4.0,2.0
1740063,SE,8,8,7.01,2.5,6.0,6.0
1740064,SE,9,9,7.83,3.26,5.0,5.0
1740065,SE,6,5,7.22,3.0,2.0,2.0
1740066,SE,9,9,8.79,3.77,6.0,6.0
1740067,SE,7,7,8.09,3.68,5.0,5.0
1740068,SE,8,8,7.66,3.1,5.0,5.0
1740069,SE,11,11,8.74,3.79,8.0,8.0
1740070,SE,4,4,8.55,3.5,1.0,1.0
1740071,SE,11,9,6.95,2.67,9.0,7.0
1740072,SE,7,7,7.67,3.08,4.0,4.0
1740073,SE,8,8,9.24,3.96,5.0,5.0
1740074,SE,7,7,7.83,3.12,4.0,4.0
1740075,SE,11,11,7.05,3.0,6.0,6.0
1740076,SE,9,9,9.38,3.97,6.0,6.0
1740077,SE,4,4,8.82,4.0,1.0,1.0
1740078,SE,8,8,7.81,3.25,6.0,6.0
1740079,SE,7,7,8.23,3.45,4.0,4.0
1740080,SE,11,11,8.91,3.77,10.0,10.0
1740081,SE,8,8,9.12,3.7,5.0,5.0
1740082,SE,10,10,7.85,3.22,9.0,9.0
1740083,SE,9,9,8.57,3.63,6.0,6.0
1740084,SE,12,12,7.28,2.75,10.0,10.0
1740085,SE,10,10,8.92,3.78,5.0,5.0
1740086,SE,11,11,9.12,3.88,8.0,8.0
1740087,SE,12,12,7.7,2.94,9.0,9.0
1740088,SE,4,4,9.02,3.8,2.0,2.0
1740089,SE,11,11,7.46,3.06,8.0,8.0
1740090,SE,11,11,7.48,3.21,7.0,7.0
1740091,SE,11,11,7.96,3.4,9.0,9.0
1740092,SE,10,9,6.87,2.25,6.0,5.0
1740093,SE,12,9,5.97,1.89,9.0,6.0
1740094,SE,10,10,7.75,3.38,6.0,6.0
1740095,SE,10,10,8.15,3.22,6.0,6.0
1740096,SE,7,7,7.43,2.9,5.0,5.0
1740097,SE,12,12,9.12,3.88,9.0,9.0
1740098,SE,12,12,7.72,3.17,11.0,11.0
1740099,SE,6,6,7.78,3.12,4.0,4.0
1740100,SE,12,12,7.1,2.98,9.0,9.0
1840001,SE,8,4,4.65,1.0,5.0,2.0
1840002,SE,8,6,6.41,2.7,5.0,4.0
1840003,SE,7,7,8.9,3.88,4.0,4.0
1840004,SE,7,7,8.49,3.52,4.0,4.0
1840005,SE,4,4,8.62,3.8,1.0,1.0
1840006,SE,7,7,7.73,3.1,3.0,3.0
1840007,SE,8,8,8.8,3.56,5.0,5.0
1840008,SE,11,11,7.84,3.29,9.0,9.0
1840009,SE,7,6,6.44,2.75,4.0,4.0
1840010,SE,4,4,8.3,0.0,,
1840011,SE,4,4,7.65,4.0,1.0,1.0
1840012,SE,6,6,8.32,3.43,3.0,3.0
1840013,SE,12,10,6.5,2.5,10.0,8.0
1840014,SE,9,9,7.52,2.92,6.0,6.0
1840015,SE,6,6,9.27,4.0,4.0,4.0
1840016,SE,8,8,7.98,3.25,4.0,4.0
1840017,SE,7,7,8.8,3.8,3.0,3.0
1840018,SE,12,12,8.68,3.78,8.0,8.0
1840019,SE,5,3,4.06,0.0,1.0,0.0
1840020,SE,9,9,8.77,3.88,5.0,5.0
1840021,SE,11,11,7.65,3.15,10.0,10.0
1840022,SE,8,8,7.76,3.26,5.0,5.0
1840023,SE,8,8,7.96,3.43,6.0,6.0
1840024,SE,9,9,7.14,2.8,5.0,5.0
1840025,SE,8,8,8.09,3.26,5.0,5.0
1840026,SE,6,6,7.25,2.75,4.0,4.0
1840027,SE,4,4,7.82,0.0,,
1840028,SE,11,10,7.05,2.83,9.0,9.0
1840029,SE,4,4,8.0,0.0,,
1840030,SE,12,12,8.52,3.56,9.0,9.0
1840031,SE,12,12,8.6,3.62,10.0,10.0
1840032,SE,9,9,8.39,3.5,6.0,6.0
1840033,SE,8,8,8.68,3.66,5.0,5.0
1840034,SE,11,11,7.76,3.32,8.0,8.0
1840035,SE,8,8,8.66,3.9,4.0,4.0
1840036,SE,10,9,7.25,2.79,7.0,6.0
1840037,SE,12,12,7.98,3.29,10.0,10.0
1840038,SE,6,6,7.87,3.32,4.0,4.0
1840039,SE,5,5,7.72,3.5,1.0,1.0
1840040,SE,10,10,7.78,3.11,7.0,7.0
1840041,SE,4,4,7.62,3.5,1.0,1.0
1840042,SE,12,12,7.84,3.2,9.0,9.0
1840043,SE,4,4,8.25,3.65,2.0,2.0
1840044,SE,12,12,7.87,3.23,9.0,9.0
1840045,SE,5,5,7.96,3.25,2.0,2.0
1840046,SE,5,5,7.82,3.0,1.0,1.0
1840047,SE,12,11,6.67,2.65,10.0,9.0
1840048,SE,11,11,9.09,3.77,6.0,6.0
1840049,SE,9,8,6.98,2.58,6.0,5.0
1840050,SE,5,5,7.84,0.0,,
1840051,SE,12,12,8.19,3.44,10.0,10.0
1840052,SE,8,7,6.66,2.4,5.0,4.0
1840053,SE,7,4,5.06,1.17,3.0,1.0
1840054,SE,8,8,7.62,3.0,5.0,5.0
1840055,SE,8,8,7.74,2.88,4.0,4.0
1840056,SE,6,6,7.35,3.0,2.0,2.0
1840057,SE,9,9,7.62,3.3,6.0,6.0
1840058,SE,10,10,7.42,3.1,5.0,5.0
1840059,SE,10,10,8.8,3.87,7.0,7.0
1840060,SE,7,7,8.26,3.52,5.0,5.0
1840061,SE,8,7,7.32,2.8,5.0,4.0
1840062,SE,8,8,8.0,3.35,6.0,6.0
1840063,SE,7,7,7.76,3.12,4.0,4.0
1840064,SE,7,7,7.59,3.3,5.0,5.0
1840065,SE,10,10,8.53,3.65,6.0,6.0
1840066,SE,5,5,7.64,3.17,3.0,3.0
1840067,SE,5,5,7.64,3.0,1.0,1.0
1840068,SE,8,8,8.9,3.78,4.0,4.0
1840069,SE,8,8,7.94,3.36,5.0,5.0
1840070,SE,12,12,7.63,3.11,7.0,7.0
1840071,SE,12,12,7.07,2.83,9.0,9.0
1840072,SE,4,3,6.32,2.0,2.0,1.0
1840073,SE,12,9,6.26,2.27,11.0,8.0
1840074,SE,12,12,8.62,3.61,8.0,8.0
1840075,SE,11,11,7.82,3.4,9.0,9.0
1840076,SE,7,6,6.61,2.17,3.0,2.0
1840077,SE,12,12,7.88,3.29,8.0,8.0
1840078,SE,11,11,8.54,3.43,6.0,6.0
1840079,SE,4,4,9.12,3.8,1.0,1.0
1840080,SE,12,10,6.33,2.5,10.0,8.0
1840081,SE,10,10,7.68,3.16,8.0,8.0
1840082,SE,9,8,5.66,1.75,6.0,5.0
1840083,SE,7,7,7.33,3.2,4.0,4.0
1840084,SE,12,8,5.29,1.75,8.0,5.0
1840085,SE,8,8,7.86,3.26,5.0,5.0
1840086,SE,5,5,9.02,4.0,2.0,2.0
1840087,SE,7,7,9.1,3.85,4.0,4.0
1840088,SE,11,11,8.97,3.76,8.0,8.0
1840089,SE,12,10,7.08,2.55,10.0,8.0
1840090,SE,12,12,8.85,3.74,9.0,9.0
1840091,SE,9,9,8.83,3.8,6.0,6.0
1840092,SE,10,10,7.83,3.31,9.0,9.0
1840093,SE,12,12,7.52,2.94,9.0,9.0
1840094,SE,9,9,7.26,3.13,6.0,6.0
1840095,SE,9,8,6.69,2.08,6.0,5.0
1840096,SE,8,8,7.18,2.88,4.0,4.0
1840097,SE,7,7,7.5,2.75,2.0,2.0
1840098,SE,12,12,7.91,3.31,10.0,10.0
1840099,SE,10,10,7.46,3.1,8.0,8.0
1840100,SE,10,10,7.93,3.48,6.0,6.0
1940001,SE,12,12,8.98,3.83,10.0,10.0
1940002,SE,5,5,8.06,3.65,2.0,2.0
1940003,SE,10,10,8.72,3.73,6.0,6.0
1940004,SE,5,5,8.02,3.0,2.0,2.0
1940005,SE,12,8,5.44,1.9,10.0,7.0
1940006,SE,4,4,7.7,4.0,1.0,1.0
1940007,SE,12,11,6.8,2.55,10.0,9.0
1940008,SE,8,8,7.72,3.3,6.0,6.0
1940009,SE,4,4,8.45,3.5,1.0,1.0
1940010,SE,11,11,7.56,3.21,7.0,7.0
1940011,SE,11,9,6.35,2.28,9.0,7.0
1940012,SE,5,4,6.72,2.67,3.0,2.0
1940013,SE,9,9,7.48,2.96,5.0,5.0
1940014,SE,12,12,7.68,3.23,9.0,9.0
1940015,SE,5,5,7.02,2.83,3.0,3.0
1940016,SE,12,12,7.72,3.18,9.0,9.0
1940017,SE,9,9,7.74,3.26,7.0,7.0
1940018,SE,12,12,7.7,3.14,8.0,8.0
1940019,SE,12,8,5.6,1.75,8.0,5.0
1940020,SE,5,5,9.16,3.77,3.0,3.0
1940021,SE,7,7,7.53,3.08,4.0,4.0
1940022,SE,10,9,6.41,2.29,7.0,6.0
1940023,SE,6,6,7.67,3.17,3.0,3.0
1940024,SE,7,7,8.1,3.4,5.0,5.0
1940025,SE,12,12,7.61,3.1,10.0,10.0
1940026,SE,12,12,7.91,3.32,9.0,9.0
1940027,SE,6,6,8.18,3.52,4.0,4.0
1940028,SE,8,5,5.12,1.8,5.0,4.0
1940029,SE,9,9,9.4,4.0,5.0,5.0
1940030,SE,9,9,7.77,3.25,6.0,6.0
1940031,SE,8,8,8.0,3.22,5.0,5.0
1940032,SE,11,11,8.73,3.83,9.0,9.0
1940033,SE,7,7,8.76,3.7,5.0,5.0
1940034,SE,12,12,8.33,3.38,8.0,8.0
1940035,SE,12,12,7.83,3.31,8.0,8.0
1940036,SE,11,10,6.77,2.62,8.0,7.0
1940037,SE,4,4,7.85,3.0,1.0,1.0
1940038,SE,8,8,8.2,3.33,6.0,6.0
1940039,SE,7,7,7.6,3.22,5.0,5.0
1940040,SE,9,9,7.61,3.52,5.0,5.0
1940041,SE,7,7,8.2,3.36,5.0,5.0
1940042,SE,8,8,8.45,3.63,6.0,6.0
1940043,SE,8,7,7.09,2.3,5.0,4.0
1940044,SE,10,10,7.78,3.19,7.0,7.0
1940045,SE,12,12,7.86,3.35,8.0,8.0
1940046,SE,8,8,7.44,3.0,4.0,4.0
1940047,SE,5,4,6.82,3.17,3.0,3.0
1940048,SE,8,5,6.58,2.12,4.0,2.0
1940049,SE,8,8,7.69,3.13,6.0,6.0
1940050,SE,5,5,8.76,3.67,3.0,3.0
1940051,SE,12,10,6.47,2.3,10.0,8.0
1940052,SE,10,10,7.69,3.19,7.0,7.0
1940053,SE,12,12,8.88,3.79,9.0,9.0
1940054,SE,5,5,8.02,3.0,1.0,1.0
1940055,SE,8,8,8.6,3.68,5.0,5.0
1940056,SE,9,3,4.0,1.43,7.0,3.0
1940057,SE,5,5,7.94,3.75,2.0,2.0
1940058,SE,12,9,6.37,2.11,9.0,6.0
1940059,SE,5,5,9.32,4.0,2.0,2.0
1940060,SE,12,12,9.18,3.9,11.0,11.0
1940061,SE,12,12,7.66,3.26,7.0,7.0
1940062,SE,6,6,7.95,3.33,3.0,3.0
1940063,SE,7,7,8.93,3.82,5.0,5.0
1940064,SE,10,10,8.95,3.74,8.0,8.0
1940065,SE,12,11,6.98,2.61,9.0,8.0
1940066,SE,11,11,9.07,3.91,9.0,9.0
1940067,SE,8,8,8.99,3.7,4.0,4.0
1940068,SE,8,8,8.96,3.67,3.0,3.0
1940069,SE,9,9,8.79,3.68,6.0,6.0
1940070,SE,7,7,7.59,2.75,2.0,2.0
1940071,SE,6,5,6.37,2.38,4.0,3.0
1940072,SE,10,10,7.56,3.0,8.0,8.0
1940073,SE,7,7,8.21,3.7,4.0,4.0
1940074,SE,12,12,8.12,3.38,10.0,10.0
1940075,SE,5,3,4.5,0.0,,
1940076,SE,8,8,7.7,3.06,5.0,5.0
1940077,SE,8,8,8.01,3.3,6.0,6.0
1940078,SE,7,7,8.81,3.72,5.0,5.0
1940079,SE,8,8,7.65,3.0,5.0,5.0
1940080,SE,10,9,6.61,2.57,7.0,6.0
1940081,SE,9,9,7.54,3.1,5.0,5.0
1940082,SE,4,4,7.2,2.65,2.0,2.0
1940083,SE,8,8,7.49,3.08,4.0,4.0
1940084,SE,10,10,7.8,3.14,7.0,7.0
1940085,SE,5,5,7.64,4.0,1.0,1.0
1940086,SE,12,12,8.52,3.74,8.0,8.0
1940087,SE,12,12,7.48,3.13,10.0,10.0
1940088,SE,8,8,7.69,3.4,2.0,2.0
1940089,SE,7,7,8.11,3.45,4.0,4.0
1940090,SE,5,5,9.1,4.0,2.0,2.0
1940091,SE,4,4,8.07,3.5,1.0,1.0
1940092,SE,7,7,9.04,3.87,3.0,3.0
1940093,SE,7,7,8.96,3.75,4.0,4.0
1940094,SE,8,7,6.9,2.38,4.0,3.0
1940095,SE,4,4,7.55,3.0,1.0,1.0
1940096,SE,6,6,7.73,3.4,2.0,2.0
1940097,SE,9,9,8.86,3.66,5.0,5.0
1940098,SE,12,11,7.05,2.83,9.0,8.0
1940099,SE,9,9,8.2,3.43,6.0,6.0
1940100,SE,4,4,7.35,2.5,1.0,1.0
2040001,SE,5,5,8.38,3.8,1.0,1.0
2040002,SE,12,12,7.85,3.29,9.0,9.0
2040003,SE,7,7,7.4,3.2,4.0,4.0
2040004,SE,12,12,7.67,3.15,10.0,10.0
2040005,SE,10,10,7.6,3.06,8.0,8.0
2040006,SE,8,8,7.99,3.38,6.0,6.0
2040007,SE,8,8,7.05,2.92,6.0,6.0
2040008,SE,8,7,7.12,2.6,5.0,4.0
2040009,SE,9,9,8.97,3.96,5.0,5.0
2040010,SE,10,9,7.11,3.21,7.0,7.0
2040011,SE,10,10,7.99,3.43,6.0,6.0
2040012,SE,8,6,6.62,2.7,5.0,4.0
2040013,SE,12,12,8.71,3.6,9.0,9.0
2040014,SE,10,4,5.23,1.33,6.0,2.0
2040015,SE,9,9,8.88,3.8,6.0,6.0
2040016,SE,6,6,7.32,2.83,3.0,3.0
2040017,SE,12,12,7.68,3.29,8.0,8.0
2040018,SE,4,4,8.93,0.0,,
2040019,SE,4,4,7.6,3.0,1.0,1.0
2040020,SE,11,11,8.96,3.72,8.0,8.0
2040021,SE,12,12,7.88,3.31,9.0,9.0
2040022,SE,9,9,7.48,3.22,6.0,6.0
2040023,SE,10,9,6.56,2.5,6.0,5.0
2040024,SE,6,5,7.08,3.25,2.0,2.0
2040025,SE,12,12,7.61,3.22,9.0,9.0
2040026,SE,12,12,9.03,3.76,8.0,8.0
2040027,SE,12,12,7.73,3.13,10.0,10.0
2040028,SE,7,7,7.57,3.25,2.0,2.0
2040029,SE,11,11,7.82,3.23,9.0,9.0
2040030,SE,10,10,8.69,3.68,6.0,6.0
2040031,SE,9,9,8.76,3.88,6.0,6.0
2040032,SE,10,10,7.81,3.3,8.0,8.0
2040033,SE,4,3,5.42,2.5,1.0,1.0
2040034,SE,11,11,8.78,3.79,9.0,9.0
2040035,SE,12,12,7.32,2.92,9.0,9.0
2040036,SE,12,12,8.94,3.78,8.0,8.0
2040037,SE,6,6,7.25,2.88,4.0,4.0
2040038,SE,10,10,8.49,3.5,6.0,6.0
2040039,SE,6,4,5.42,1.75,4.0,3.0
2040040,SE,12,12,7.98,3.29,10.0,10.0
2040041,SE,4,4,7.6,3.0,1.0,1.0
2040042,SE,5,5,8.86,4.0,1.0,1.0
2040043,SE,9,9,8.94,3.8,6.0,6.0
2040044,SE,5,3,5.62,1.0,1.0,0.0
2040045,SE,10,10,7.47,2.7,5.0,5.0
2040046,SE,7,7,7.73,3.26,5.0,5.0
2040047,SE,4,3,6.82,2.25,2.0,1.0
2040048,SE,12,10,6.52,2.39,9.0,7.0
2040049,SE,11,11,7.58,2.97,7.0,7.0
2040050,SE,10,10,7.57,3.0,6.0,6.0
2040051,SE,7,6,6.43,2.5,4.0,3.0
2040052,SE,10,10,8.12,3.47,6.0,6.0
2040053,SE,12,12,7.95,3.34,9.0,9.0
2040054,SE,7,6,6.39,2.25,4.0,3.0
2040055,SE,10,6,5.33,1.78,9.0,6.0
2040056,SE,8,8,8.14,3.35,6.0,6.0
2040057,SE,11,10,6.61,2.29,7.0,6.0
2040058,SE,12,12,8.33,3.58,9.0,9.0
2040059,SE,9,9,7.87,3.33,6.0,6.0
2040060,SE,7,7,7.93,3.16,5.0,5.0
2040061,SE,9,8,6.76,2.42,6.0,5.0
2040062,SE,4,4,9.22,3.75,2.0,2.0
2040063,SE,7,7,8.87,3.95,4.0,4.0
2040064,SE,4,4,8.07,0.0,,
2040065,SE,6,6,7.22,2.88,4.0,4.0
2040066,SE,9,9,7.71,3.1,5.0,5.0
2040067,SE,7,7,9.04,3.8,5.0,5.0
2040068,SE,5,5,7.68,3.25,2.0,2.0
2040069,SE,8,6,5.95,2.4,5.0,4.0
2040070,SE,12,12,7.55,3.0,10.0,10.0
2040071,SE,4,4,7.7,0.0,,
2040072,SE,10,10,7.56,3.12,5.0,5.0
2040073,SE,10,10,8.94,3.73,9.0,9.0
2040074,SE,12,12,7.66,3.26,9.0,9.0
2040075,SE,12,11,7.04,2.72,9.0,8.0
2040076,SE,8,8,8.02,3.38,4.0,4.0
2040077,SE,10,10,8.22,3.3,6.0,6.0
2040078,SE,9,9,7.57,2.9,5.0,5.0
2040079,SE,11,11,7.91,3.29,9.0,9.0
2040080,SE,10,10,8.09,3.47,6.0,6.0
2040081,SE,7,6,6.56,2.12,4.0,3.0
2040082,SE,9,9,8.73,3.75,6.0,6.0
2040083,SE,9,9,7.62,3.27,6.0,6.0
2040084,SE,5,5,7.76,3.25,2.0,2.0
2040085,SE,9,9,8.43,3.57,6.0,6.0
2040086,SE,10,10,8.58,3.77,7.0,7.0
2040087,SE,8,8,6.99,2.9,5.0,5.0
2040088,SE,8,8,8.01,3.38,4.0,4.0
2040089,SE,8,8,8.81,3.72,6.0,6.0
2040090,SE,8,8,8.95,3.75,4.0,4.0
2040091,SE,9,8,6.76,2.5,6.0,5.0
2040092,SE,12,12,8.17,3.31,9.0,9.0
2040093,SE,4,4,7.95,3.4,2.0,2.0
2040094,SE,11,11,8.83,3.79,9.0,9.0
2040095,SE,9,9,7.66,3.17,6.0,6.0
2040096,SE,9,9,7.43,3.25,6.0,6.0
2040097,SE,4,4,8.38,3.65,2.0,2.0
2040098,SE,11,11,8.85,3.72,6.0,6.0
2040099,SE,12,10,6.61,2.17,9.0,7.0
2040100,SE,5,5,7.44,3.43,3.0,3.0
