IDSinhVien,nganh,so_mon_total,so_mon_dat_total,diem_tb_total,gpa_thang4,so_mon_cntt,so_mon_dat_cntt
1720043,DS,9,9,6.58,2.6,5.0,5.0
1720044,DS,6,6,7.5,3.0,4.0,4.0
1720045,DS,9,9,6.33,2.4,5.0,5.0
1720046,DS,11,2,3.66,0.67,6.0,0.0
1720047,DS,12,12,6.26,2.31,8.0,8.0
1720048,DS,10,10,8.41,3.61,9.0,9.0
1720049,DS,5,5,7.54,3.0,4.0,4.0
1720050,DS,10,9,5.52,1.75,8.0,7.0
1720051,DS,10,10,7.42,3.0,10.0,10.0
1720052,DS,10,10,9.19,3.81,8.0,8.0
1720053,DS,5,4,5.58,2.0,3.0,3.0
1720054,DS,12,12,6.63,2.57,7.0,7.0
1720055,DS,10,10,6.02,2.42,6.0,6.0
1720056,DS,12,12,7.28,2.9,7.0,7.0
1720057,DS,12,12,6.62,2.43,7.0,7.0
1720058,DS,11,11,7.59,3.0,6.0,6.0
1720059,DS,10,10,7.35,3.08,6.0,6.0
1720060,DS,5,5,8.5,3.5,3.0,3.0
1720061,DS,10,10,6.42,2.5,9.0,9.0
1720062,DS,10,10,6.6,2.69,8.0,8.0
1720063,DS,5,5,5.48,1.75,4.0,4.0
1720064,DS,10,10,7.25,2.9,10.0,10.0
1720065,DS,8,8,6.5,2.4,5.0,5.0
1720066,DS,12,9,4.83,1.41,11.0,8.0
1720067,DS,9,9,7.27,3.0,6.0,6.0
1720068,DS,4,0,3.05,0.67,3.0,0.0
1720069,DS,10,10,8.0,3.48,9.0,9.0
1720070,DS,4,4,6.08,2.5,3.0,3.0
1720071,DS,6,6,7.67,3.12,4.0,4.0
1720072,DS,11,11,6.59,2.5,7.0,7.0
1720073,DS,6,6,7.98,3.25,4.0,4.0
1720074,DS,9,9,6.38,2.39,9.0,9.0
1720075,DS,11,11,6.57,2.64,7.0,7.0
1720076,DS,10,8,5.36,1.75,6.0,5.0
1720077,DS,6,6,7.12,2.88,4.0,4.0
1720078,DS,5,2,4.12,1.0,3.0,1.0
1720079,DS,11,11,7.47,3.11,7.0,7.0
1720080,DS,9,9,6.64,2.7,5.0,5.0
1720081,DS,11,11,8.56,3.64,8.0,8.0
1720082,DS,11,11,7.57,2.98,9.0,9.0
1720083,DS,10,10,7.06,2.79,7.0,7.0
1720084,DS,11,11,8.86,3.78,6.0,6.0
1720085,DS,10,6,4.42,0.9,5.0,3.0
1720086,DS,11,11,8.76,3.78,10.0,10.0
1720087,DS,11,11,6.45,2.5,11.0,11.0
1720088,DS,8,8,6.82,2.6,5.0,5.0
1720089,DS,5,4,5.36,1.75,4.0,3.0
1720090,DS,10,10,7.49,3.08,6.0,6.0
1720091,DS,8,8,7.62,3.1,5.0,5.0
1720092,DS,9,9,8.01,3.37,9.0,9.0
1720093,DS,10,8,5.03,1.2,5.0,3.0
1720094,DS,11,11,7.64,3.07,7.0,7.0
1720095,DS,10,10,6.26,2.2,5.0,5.0
1720096,DS,12,12,7.17,2.91,11.0,11.0
1720097,DS,10,1,3.32,0.92,6.0,1.0
1720098,DS,9,9,6.31,2.39,9.0,9.0
1720099,DS,12,12,7.42,3.16,8.0,8.0
1720100,DS,8,8,6.56,2.5,8.0,8.0
1820001,DS,10,10,8.13,3.42,6.0,6.0
1820002,DS,5,5,5.8,1.88,4.0,4.0
1820003,DS,10,10,6.56,2.57,7.0,7.0
1820004,DS,12,12,7.38,3.0,8.0,8.0
1820005,DS,8,8,6.28,2.44,8.0,8.0
1820006,DS,10,10,8.92,3.9,6.0,6.0
1820007,DS,12,12,9.25,3.98,10.0,10.0
1820008,DS,11,11,8.85,3.86,10.0,10.0
1820009,DS,12,12,6.67,2.57,7.0,7.0
1820010,DS,11,11,5.75,2.0,10.0,10.0
1820011,DS,10,10,8.72,3.79,7.0,7.0
1820012,DS,9,9,7.27,3.0,8.0,8.0
1820013,DS,10,8,5.3,1.5,6.0,4.0
1820014,DS,5,5,5.36,1.67,3.0,3.0
1820015,DS,11,11,6.58,2.61,9.0,9.0
1820016,DS,9,9,5.23,1.62,8.0,8.0
1820017,DS,8,8,8.22,3.54,8.0,8.0
1820018,DS,11,11,9.39,3.97,6.0,6.0
1820019,DS,9,9,9.39,3.97,6.0,6.0
1820020,DS,11,11,7.49,3.14,9.0,9.0
1820021,DS,10,10,7.6,3.2,5.0,5.0
1820022,DS,5,5,6.1,2.25,4.0,4.0
1820023,DS,8,8,6.35,2.31,8.0,8.0
1820024,DS,10,5,4.02,1.0,6.0,3.0
1820025,DS,11,1,3.72,0.93,7.0,1.0
1820026,DS,11,11,7.74,3.13,6.0,6.0
1820027,DS,6,6,7.48,3.0,4.0,4.0
1820028,DS,10,10,7.16,2.83,9.0,9.0
1820029,DS,10,10,7.0,2.81,8.0,8.0
1820030,DS,11,11,7.88,3.42,6.0,6.0
1820031,DS,11,11,7.49,3.07,7.0,7.0
1820032,DS,6,6,6.92,2.88,4.0,4.0
1820033,DS,11,11,6.46,2.36,7.0,7.0
1820034,DS,6,6,7.97,3.25,4.0,4.0
1820035,DS,12,12,6.23,2.07,7.0,7.0
1820036,DS,8,8,7.44,3.36,5.0,5.0
1820037,DS,6,6,5.82,2.0,4.0,4.0
1820038,DS,10,10,7.57,3.11,9.0,9.0
1820039,DS,11,2,4.32,0.83,6.0,0.0
1820040,DS,10,10,8.42,3.62,10.0,10.0
1820041,DS,8,8,7.38,2.9,5.0,5.0
1820042,DS,11,11,8.53,3.73,6.0,6.0
1820043,DS,10,8,5.16,1.5,6.0,5.0
1820044,DS,11,11,5.57,1.75,6.0,6.0
1820045,DS,5,3,4.8,1.33,3.0,2.0
1820046,DS,8,8,7.24,3.1,5.0,5.0
1820047,DS,5,5,7.96,3.17,3.0,3.0
1820048,DS,11,11,6.5,2.5,8.0,8.0
1820049,DS,5,5,5.52,1.83,3.0,3.0
1820050,DS,11,11,7.59,3.08,10.0,10.0
1820051,DS,9,9,7.51,3.08,6.0,6.0
1820052,DS,5,5,7.76,3.38,4.0,4.0
1820053,DS,9,9,7.76,3.1,5.0,5.0
1820054,DS,12,12,7.53,3.03,10.0,10.0
1820055,DS,11,11,8.18,3.51,9.0,9.0
1820056,DS,11,11,6.54,2.64,7.0,7.0
1820057,DS,10,10,6.54,2.42,6.0,6.0
1820058,DS,5,5,6.78,2.75,4.0,4.0
1820059,DS,10,9,5.26,1.58,6.0,6.0
1820060,DS,11,11,6.47,2.58,6.0,6.0
1820061,DS,9,9,7.7,3.28,9.0,9.0
1820062,DS,11,11,7.25,2.89,9.0,9.0
1820063,DS,9,7,4.58,1.33,9.0,7.0
1820064,DS,11,11,8.86,3.78,6.0,6.0
1820065,DS,11,11,7.94,3.35,6.0,6.0
1820066,DS,6,6,7.92,3.12,4.0,4.0
1820067,DS,9,9,8.07,3.4,5.0,5.0
1820068,DS,10,10,9.38,3.97,7.0,7.0
1820069,DS,10,10,7.05,2.7,5.0,5.0
1820070,DS,5,5,6.26,2.38,4.0,4.0
1820071,DS,12,12,5.24,1.55,10.0,10.0
1820072,DS,12,12,7.4,3.0,7.0,7.0
1820073,DS,10,10,6.08,2.25,8.0,8.0
1820074,DS,10,10,7.4,3.07,7.0,7.0
1820075,DS,12,12,7.8,3.3,10.0,10.0
1820076,DS,11,10,5.58,1.83,6.0,5.0
1820077,DS,10,10,8.47,3.69,9.0,9.0
1820078,DS,10,8,5.77,1.86,7.0,5.0
1820079,DS,10,10,9.59,4.0,10.0,10.0
1820080,DS,8,8,5.19,1.56,8.0,8.0
1820081,DS,7,7,7.64,3.0,5.0,5.0
1820082,DS,11,11,7.08,2.83,6.0,6.0
1820083,DS,10,10,9.29,3.89,8.0,8.0
1820084,DS,5,5,7.22,2.88,4.0,4.0
1820085,DS,11,11,7.39,2.95,10.0,10.0
1820086,DS,4,4,9.43,3.93,3.0,3.0
1820087,DS,8,8,6.66,2.7,5.0,5.0
1820088,DS,11,11,9.14,3.88,6.0,6.0
1820089,DS,10,10,6.49,2.5,9.0,9.0
1820090,DS,11,9,5.12,1.43,7.0,5.0
1820091,DS,9,9,8.2,3.4,5.0,5.0
1820092,DS,5,5,6.04,2.25,4.0,4.0
1820093,DS,4,4,7.9,3.33,3.0,3.0
1820094,DS,11,11,7.21,3.0,7.0,7.0
1820095,DS,9,9,6.06,2.17,6.0,6.0
1820096,DS,11,11,7.39,2.88,6.0,6.0
1820097,DS,9,8,5.7,2.0,6.0,6.0
1820098,DS,11,11,7.58,3.05,10.0,10.0
1820099,DS,5,5,6.4,2.38,4.0,4.0
1820100,DS,12,12,7.41,3.0,7.0,7.0
1920001,DS,5,5,8.64,3.7,3.0,3.0
1920002,DS,10,10,6.27,2.39,9.0,9.0
1920003,DS,9,9,9.2,3.91,8.0,8.0
1920004,DS,10,10,8.06,3.1,5.0,5.0
1920005,DS,11,11,7.33,2.89,9.0,9.0
1920006,DS,9,1,2.61,0.39,9.0,1.0
1920007,DS,12,12,7.52,3.12,11.0,11.0
1920008,DS,9,9,9.12,3.8,9.0,9.0
1920009,DS,10,0,2.02,0.33,6.0,0.0
1920010,DS,10,7,4.81,1.21,7.0,4.0
1920011,DS,5,5,7.22,2.83,3.0,3.0
1920012,DS,5,0,3.64,1.0,3.0,0.0
1920013,DS,11,11,6.45,2.43,7.0,7.0
1920014,DS,8,8,5.82,2.1,5.0,5.0
1920015,DS,11,11,7.34,2.94,9.0,9.0
1920016,DS,5,5,6.54,2.5,3.0,3.0
1920017,DS,12,10,5.68,2.05,10.0,9.0
1920018,DS,10,10,7.15,3.0,5.0,5.0
1920019,DS,10,10,9.07,3.96,5.0,5.0
1920020,DS,9,9,6.64,2.7,5.0,5.0
1920021,DS,10,10,6.55,2.64,7.0,7.0
1920022,DS,11,11,9.28,3.91,8.0,8.0
1920023,DS,4,3,5.35,1.67,3.0,2.0
1920024,DS,9,9,7.87,3.31,8.0,8.0
1920025,DS,9,2,4.57,1.12,8.0,2.0
1920026,DS,10,10,7.74,3.04,7.0,7.0
1920027,DS,11,11,6.42,2.42,6.0,6.0
1920028,DS,11,11,7.2,3.04,7.0,7.0
1920029,DS,11,11,8.21,3.48,9.0,9.0
1920030,DS,11,8,5.29,1.67,6.0,4.0
1920031,DS,4,4,7.88,3.17,3.0,3.0
1920032,DS,12,12,6.42,2.4,10.0,10.0
1920033,DS,11,11,8.58,3.47,7.0,7.0
1920034,DS,5,5,7.56,2.83,3.0,3.0
1920035,DS,11,11,6.75,2.64,7.0,7.0
1920036,DS,9,9,6.98,2.72,9.0,9.0
1920037,DS,11,11,6.83,2.75,6.0,6.0
1920038,DS,5,5,5.98,2.17,3.0,3.0
1920039,DS,10,9,5.71,1.79,7.0,6.0
1920040,DS,4,4,6.0,2.17,3.0,3.0
1920041,DS,9,1,4.29,1.0,8.0,1.0
1920042,DS,9,9,8.19,3.5,5.0,5.0
1920043,DS,10,10,5.78,2.0,6.0,6.0
1920044,DS,7,7,9.03,3.84,5.0,5.0
1920045,DS,11,11,8.24,3.52,6.0,6.0
1920046,DS,8,6,5.0,1.3,5.0,3.0
1920047,DS,11,3,4.5,1.08,6.0,2.0
1920048,DS,11,11,7.93,3.33,6.0,6.0
1920049,DS,11,11,8.01,3.25,6.0,6.0
1920050,DS,11,11,7.48,3.03,10.0,10.0
1920051,DS,11,11,6.77,2.58,6.0,6.0
1920052,DS,10,10,7.49,3.17,6.0,6.0
1920053,DS,11,11,7.44,2.98,10.0,10.0
1920054,DS,10,10,7.31,3.0,8.0,8.0
1920055,DS,11,11,6.48,2.58,6.0,6.0
1920056,DS,12,12,7.43,3.14,7.0,7.0
1920057,DS,10,10,6.9,2.79,7.0,7.0
1920058,DS,11,11,6.67,2.64,7.0,7.0
1920059,DS,12,12,6.55,2.57,7.0,7.0
1920060,DS,10,10,7.44,2.92,6.0,6.0
1920061,DS,9,9,7.24,3.0,6.0,6.0
1920062,DS,10,10,6.2,2.4,5.0,5.0
1920063,DS,9,9,7.52,3.05,6.0,6.0
1920064,DS,11,11,7.09,2.86,11.0,11.0
1920065,DS,9,7,5.11,1.5,6.0,5.0
1920066,DS,5,5,6.14,2.12,4.0,4.0
1920067,DS,10,10,8.81,3.83,6.0,6.0
1920068,DS,10,10,8.92,3.78,6.0,6.0
1920069,DS,10,10,9.03,3.88,6.0,6.0
1920070,DS,5,5,6.12,2.25,4.0,4.0
1920071,DS,11,11,8.23,3.55,6.0,6.0
1920072,DS,12,12,7.4,3.0,7.0,7.0
1920073,DS,8,8,5.19,1.5,8.0,8.0
1920074,DS,12,12,6.71,2.57,7.0,7.0
1920075,DS,4,4,8.18,3.43,3.0,3.0
1920076,DS,5,5,8.92,3.82,4.0,4.0
1920077,DS,9,9,7.42,2.9,5.0,5.0
1920078,DS,4,4,7.62,3.0,3.0,3.0
1920079,DS,6,1,3.52,0.75,4.0,0.0
1920080,DS,8,8,9.2,3.92,5.0,5.0
1920081,DS,8,8,6.64,2.5,5.0,5.0
1920082,DS,12,12,7.22,2.64,7.0,7.0
1920083,DS,10,2,3.67,0.92,6.0,1.0
1920084,DS,10,10,7.26,2.94,9.0,9.0
1920085,DS,6,6,8.97,3.86,5.0,5.0
1920086,DS,11,11,6.97,2.81,9.0,9.0
1920087,DS,11,11,6.25,2.35,10.0,10.0
1920088,DS,12,12,7.24,2.95,10.0,10.0
1920089,DS,10,1,3.35,0.61,9.0,1.0
1920090,DS,12,12,6.28,2.45,10.0,10.0
1920091,DS,10,10,6.38,2.5,8.0,8.0
1920092,DS,12,12,7.53,3.05,10.0,10.0
1920093,DS,8,8,8.44,3.56,5.0,5.0
1920094,DS,11,11,9.3,3.92,6.0,6.0
1920095,DS,11,8,5.09,1.5,11.0,8.0
1920096,DS,5,5,6.1,2.5,4.0,4.0
1920097,DS,5,5,7.14,3.0,4.0,4.0
1920098,DS,10,10,6.62,2.69,8.0,8.0
1920099,DS,5,5,8.56,3.58,4.0,4.0
1920100,DS,10,10,7.14,2.9,10.0,10.0
2020001,DS,11,11,7.25,3.0,6.0,6.0
2020002,DS,10,10,8.55,3.67,7.0,7.0
2020003,DS,8,7,5.29,1.5,5.0,5.0
2020004,DS,6,6,7.88,3.38,4.0,4.0
2020005,DS,9,8,5.12,1.44,8.0,7.0
2020006,DS,10,10,7.33,2.98,10.0,10.0
2020007,DS,4,4,6.2,2.17,3.0,3.0
2020008,DS,9,9,9.53,4.0,6.0,6.0
2020009,DS,9,9,6.74,2.9,5.0,5.0
2020010,DS,11,11,8.85,3.75,6.0,6.0
2020011,DS,10,10,6.77,2.65,10.0,10.0
2020012,DS,9,9,7.76,3.22,9.0,9.0
2020013,DS,12,12,5.65,1.85,10.0,10.0
2020014,DS,4,4,6.35,2.5,3.0,3.0
2020015,DS,10,10,8.32,3.59,7.0,7.0
2020016,DS,10,10,7.92,3.33,7.0,7.0
2020017,DS,5,5,7.82,3.33,3.0,3.0
2020018,DS,12,12,7.38,2.9,7.0,7.0
2020019,DS,9,9,9.34,4.0,9.0,9.0
2020020,DS,9,9,5.79,2.06,9.0,9.0
2020021,DS,12,12,9.01,3.9,7.0,7.0
2020022,DS,8,8,7.74,3.3,5.0,5.0
2020023,DS,11,11,8.5,3.7,9.0,9.0
2020024,DS,10,10,6.65,2.7,5.0,5.0
2020025,DS,8,7,4.92,1.7,5.0,5.0
2020026,DS,4,4,6.35,2.5,3.0,3.0
2020027,DS,11,11,6.26,2.5,6.0,6.0
2020028,DS,9,9,7.99,3.33,6.0,6.0
2020029,DS,9,9,6.64,2.5,9.0,9.0
2020030,DS,10,9,5.39,1.6,5.0,5.0
2020031,DS,9,9,6.62,2.6,5.0,5.0
2020032,DS,9,9,6.3,2.33,9.0,9.0
2020033,DS,7,7,7.66,3.1,5.0,5.0
2020034,DS,10,10,5.83,2.1,10.0,10.0
2020035,DS,9,9,6.42,2.42,6.0,6.0
2020036,DS,11,11,6.51,2.43,7.0,7.0
2020037,DS,12,12,7.96,3.29,7.0,7.0
2020038,DS,10,10,6.88,2.86,7.0,7.0
2020039,DS,9,9,6.36,2.58,6.0,6.0
2020040,DS,10,10,6.58,2.5,9.0,9.0
2020041,DS,5,5,5.78,2.0,3.0,3.0
2020042,DS,9,9,9.57,3.95,8.0,8.0
2020043,DS,12,12,7.23,2.85,10.0,10.0
2020044,DS,7,7,6.46,2.3,5.0,5.0
2020045,DS,11,10,5.75,2.08,6.0,6.0
2020046,DS,4,4,8.28,3.5,3.0,3.0
2020047,DS,11,11,7.12,2.97,6.0,6.0
2020048,DS,5,5,7.12,2.88,4.0,4.0
2020049,DS,10,10,9.55,4.0,8.0,8.0
2020050,DS,9,9,9.13,3.93,6.0,6.0
2020051,DS,11,11,6.29,2.12,8.0,8.0
2020052,DS,5,5,8.9,3.93,3.0,3.0
2020053,DS,8,8,7.0,2.81,8.0,8.0
2020054,DS,10,10,7.26,2.71,7.0,7.0
2020055,DS,11,11,7.27,2.83,6.0,6.0
2020056,DS,6,6,6.5,2.62,4.0,4.0
2020057,DS,11,11,7.23,2.9,10.0,10.0
2020058,DS,4,4,5.55,2.0,3.0,3.0
2020059,DS,12,12,8.86,3.86,7.0,7.0
2020060,DS,9,8,5.81,1.94,9.0,8.0
2020061,DS,8,8,6.66,2.5,5.0,5.0
2020062,DS,8,8,6.4,2.44,8.0,8.0
2020063,DS,11,11,7.22,2.93,7.0,7.0
2020064,DS,5,5,8.78,3.87,3.0,3.0
2020065,DS,12,2,3.52,0.8,10.0,2.0
2020066,DS,10,10,8.36,3.55,6.0,6.0
2020067,DS,4,4,5.4,1.5,3.0,3.0
2020068,DS,9,1,4.44,0.8,5.0,0.0
2020069,DS,10,10,8.64,3.83,6.0,6.0
2020070,DS,8,8,8.79,3.74,8.0,8.0
2020071,DS,12,12,8.43,3.6,10.0,10.0
2020072,DS,10,2,3.02,0.5,6.0,2.0
2020073,DS,11,11,7.55,3.14,7.0,7.0
2020074,DS,10,10,6.18,2.28,9.0,9.0
2020075,DS,11,11,7.91,3.33,9.0,9.0
2020076,DS,8,8,5.26,1.56,8.0,8.0
2020077,DS,11,11,7.91,3.36,8.0,8.0
2020078,DS,12,9,5.56,1.71,7.0,5.0
2020079,DS,10,9,5.05,1.45,10.0,9.0
2020080,DS,11,11,7.49,3.06,9.0,9.0
2020081,DS,10,10,7.65,2.9,5.0,5.0
2020082,DS,11,11,7.0,2.83,9.0,9.0
2020083,DS,11,11,7.67,3.08,6.0,6.0
2020084,DS,12,12,5.63,1.71,7.0,7.0
2020085,DS,10,10,7.42,3.07,7.0,7.0
2020086,DS,5,5,6.06,2.17,3.0,3.0
2020087,DS,6,6,6.27,2.2,5.0,5.0
2020088,DS,5,5,9.16,4.0,4.0,4.0
2020089,DS,9,9,8.8,3.8,5.0,5.0
2020090,DS,10,10,7.86,3.25,6.0,6.0
2020091,DS,10,0,3.2,0.29,7.0,0.0
2020092,DS,10,10,8.69,3.66,5.0,5.0
2020093,DS,11,11,6.72,2.5,6.0,6.0
2020094,DS,4,4,5.7,2.0,3.0,3.0
2020095,DS,12,12,7.25,3.07,7.0,7.0
2020096,DS,8,8,8.85,3.88,5.0,5.0
2020097,DS,12,12,7.89,3.4,7.0,7.0
2020098,DS,7,7,7.21,2.9,5.0,5.0
2020099,DS,11,0,2.68,0.3,10.0,0.0
2020100,DS,10,10,8.58,3.69,8.0,8.0
