IDSinhVien,nganh,MaMonHoc,TenMonHoc,TenDot,hk_so,nam_hoc,DiemTongKet,DiemTongKet4,DiemChu,dat,ThuocKCNTT
1704922,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.7,4.0,A+,True,0
1711916,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1705691,IS,003591,Lập trình hướng đối tượng,HK1 (2021-2022),1,2021-2022,9.7,4.0,A+,True,1
1718354,IS,003320,Phương pháp tính,HK1 (2022-2023),1,2022-2023,9.7,4.0,A+,True,0
1727376,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1729218,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1717950,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1712401,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1715389,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1713313,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1712578,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.7,4.0,A+,True,0
1699475,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,0
1716722,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,0
1714632,IS,003206,Môi trường và con người,HK1 (2022-2023),1,2022-2023,9.6,4.0,A+,True,0
1716596,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,0
1712604,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,0
1712664,IS,003320,Phương pháp tính,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,0
1734178,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,0
1719277,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,0
1705228,IS,003320,Phương pháp tính,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,0
1705691,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,0
1702783,IS,003320,Phương pháp tính,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,0
1721577,IS,003320,Phương pháp tính,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,0
1720650,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,0
1699192,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.6,4.0,A+,True,0
1688293,IS,002330,Lập trình phân tích dữ liệu 2,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,1
1730029,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.6,4.0,A+,True,0
1718052,IS,001076,Tương tác người máy,HK1 (2023-2024),1,2023-2024,9.6,4.0,A+,True,1
1699130,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.6,4.0,A+,True,0
1725735,IS,002031,Lập trình phân tích dữ liệu 1,HK1 (2023-2024),1,2023-2024,9.5,4.0,A+,True,1
1688412,IS,003345,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,0
1715188,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1721692,IS,003325,Tâm lý học đại cương,HK1 (2022-2023),1,2022-2023,9.5,4.0,A+,True,0
1730307,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1712230,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1713313,IS,003591,Lập trình hướng đối tượng,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,1
1677250,IS,000901,Cấu trúc rời rạc,HK1 (2020-2021),1,2020-2021,9.5,4.0,A+,True,1
1697396,IS,003206,Môi trường và con người,HK1 (2020-2021),1,2020-2021,9.5,4.0,A+,True,0
1697065,IS,003345,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,0
1697065,IS,003206,Môi trường và con người,HK1 (2020-2021),1,2020-2021,9.5,4.0,A+,True,0
1697221,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.5,4.0,A+,True,0
1732344,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1714085,IS,003206,Môi trường và con người,HK1 (2022-2023),1,2022-2023,9.5,4.0,A+,True,0
1716229,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1709269,IS,003245,Tiếng Việt thực hành,HK1 (2021-2022),1,2021-2022,9.5,4.0,A+,True,0
1717869,IS,003320,Phương pháp tính,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,0
1717950,IS,003206,Môi trường và con người,HK1 (2022-2023),1,2022-2023,9.5,4.0,A+,True,0
1717527,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1717921,IS,003206,Môi trường và con người,HK1 (2022-2023),1,2022-2023,9.5,4.0,A+,True,0
1702267,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,0
1692250,IS,003345,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,0
1721070,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1720072,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1703702,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,0
1726945,IS,003206,Môi trường và con người,HK1 (2023-2024),1,2023-2024,9.5,4.0,A+,True,0
1700184,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.5,4.0,A+,True,0
1704023,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.5,4.0,A+,True,0
1713225,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.5,4.0,A+,True,0
1695138,IS,010665,Cơ sở văn hóa Việt Nam,HK1 (2020-2021),1,2020-2021,9.5,4.0,A+,True,0
1681574,IS,003245,Tiếng Việt thực hành,HK2 (2019-2020),2,2019-2020,9.5,4.0,A+,True,0
1713313,IS,001076,Tương tác người máy,HK1 (2023-2024),1,2023-2024,9.4,4.0,A+,True,1
1694093,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.4,4.0,A+,True,0
1694598,IS,003206,Môi trường và con người,HK1 (2020-2021),1,2020-2021,9.4,4.0,A+,True,0
1714632,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.4,4.0,A+,True,0
1697396,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,0
1708848,IS,002031,Lập trình phân tích dữ liệu 1,HK1 (2022-2023),1,2022-2023,9.4,4.0,A+,True,1
1715890,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.4,4.0,A+,True,1
1710237,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.4,4.0,A+,True,0
1715890,IS,003245,Tiếng Việt thực hành,HK1 (2023-2024),1,2023-2024,9.4,4.0,A+,True,0
1693439,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,0
1727048,IS,003320,Phương pháp tính,HK2 (2022-2023),2,2022-2023,9.4,4.0,A+,True,0
1691580,IS,003345,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.4,4.0,A+,True,0
1704271,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,0
1719529,IS,003245,Tiếng Việt thực hành,HK1 (2023-2024),1,2023-2024,9.4,4.0,A+,True,0
1683134,IS,003245,Tiếng Việt thực hành,HK2 (2019-2020),2,2019-2020,9.4,4.0,A+,True,0
1683324,IS,000901,Cấu trúc rời rạc,HK1 (2020-2021),1,2020-2021,9.4,4.0,A+,True,1
1703501,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.4,4.0,A+,True,0
1692652,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.4,4.0,A+,True,0
1721577,IS,003197,Kỹ năng xây dựng kế hoạch,HK1 (2022-2023),1,2022-2023,9.4,4.0,A+,True,0
1702592,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.4,4.0,A+,True,0
1695621,IS,003395,Logic học,HK2 (2019-2020),2,2019-2020,9.4,4.0,A+,True,0
1695162,IS,003345,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.3,4.0,A+,True,0
1732600,IS,003320,Phương pháp tính,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,0
1711916,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,1
1688058,IS,001076,Tương tác người máy,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,1
1697316,IS,010665,Cơ sở văn hóa Việt Nam,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,0
1703729,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.3,4.0,A+,True,0
1703490,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.3,4.0,A+,True,0
1701643,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.3,4.0,A+,True,0
1703278,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,1
1692250,IS,003206,Môi trường và con người,HK1 (2020-2021),1,2020-2021,9.3,4.0,A+,True,0
1697825,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1698807,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1711916,IS,003345,Vật lý đại cương,HK2 (2021-2022),2,2021-2022,9.3,4.0,A+,True,0
1731689,IS,003193,Toán ứng dụng,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,0
1720609,IS,003395,Logic học,HK1 (2023-2024),1,2023-2024,9.3,4.0,A+,True,0
1710911,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,1
1688058,IS,002031,Lập trình phân tích dữ liệu 1,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,1
1725735,IS,003395,Logic học,HK3 (2022-2023),3,2022-2023,9.3,4.0,A+,True,0
1700324,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.3,4.0,A+,True,0
1699475,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1679394,IS,003893,Quản trị bán hàng,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1688231,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1714011,IS,003320,Phương pháp tính,HK2 (2021-2022),2,2021-2022,9.3,4.0,A+,True,0
1677250,IS,003893,Quản trị bán hàng,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1735926,IS,001076,Tương tác người máy,HK1 (2023-2024),1,2023-2024,9.3,4.0,A+,True,1
1733176,IS,003395,Logic học,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,0
1712471,IS,002031,Lập trình phân tích dữ liệu 1,HK1 (2023-2024),1,2023-2024,9.3,4.0,A+,True,1
1687813,IS,003206,Môi trường và con người,HK1 (2020-2021),1,2020-2021,9.3,4.0,A+,True,0
1699158,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.3,4.0,A+,True,0
1709418,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.3,4.0,A+,True,0
1708869,IS,003206,Môi trường và con người,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,0
1709269,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1710237,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1687235,IS,001076,Tương tác người máy,HK1 (2021-2022),1,2021-2022,9.3,4.0,A+,True,1
1729554,IS,003320,Phương pháp tính,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,0
1684374,IS,003245,Tiếng Việt thực hành,HK2 (2019-2020),2,2019-2020,9.3,4.0,A+,True,0
1706921,IS,003395,Logic học,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1700042,IS,002031,Lập trình phân tích dữ liệu 1,HK1 (2022-2023),1,2022-2023,9.3,4.0,A+,True,1
1705691,IS,002296,Kiểm toán cơ bản,HK3 (2022-2023),3,2022-2023,9.3,4.0,A+,True,0
1727376,IS,003206,Môi trường và con người,HK1 (2023-2024),1,2023-2024,9.3,4.0,A+,True,0
1700042,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1719077,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,0
1704922,IS,003320,Phương pháp tính,HK2 (2020-2021),2,2020-2021,9.3,4.0,A+,True,0
1719277,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.3,4.0,A+,True,1
1702592,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,0
1719302,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1718375,IS,001076,Tương tác người máy,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,1
1704271,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,1
1727315,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1705048,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1700024,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.2,4.0,A+,True,0
1699192,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,0
1703501,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,1
1735185,IS,003320,Phương pháp tính,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1735828,IS,003320,Phương pháp tính,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1701370,IS,003245,Tiếng Việt thực hành,HK2 (2021-2022),2,2021-2022,9.2,4.0,A+,True,0
1703278,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,0
1731698,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1700346,IS,003206,Môi trường và con người,HK2 (2021-2022),2,2021-2022,9.2,4.0,A+,True,0
1683445,IS,003245,Tiếng Việt thực hành,HK2 (2019-2020),2,2019-2020,9.2,4.0,A+,True,0
1714085,IS,003245,Tiếng Việt thực hành,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,0
1722936,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,1
1700746,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1693085,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1697221,IS,003395,Logic học,HK2 (2019-2020),2,2019-2020,9.2,4.0,A+,True,0
1694798,IS,003345,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.2,4.0,A+,True,0
1732600,IS,003245,Tiếng Việt thực hành,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,0
1694788,IS,001076,Tương tác người máy,HK1 (2021-2022),1,2021-2022,9.2,4.0,A+,True,1
1735483,IS,003395,Logic học,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1712604,IS,003345,Vật lý đại cương,HK2 (2021-2022),2,2021-2022,9.2,4.0,A+,True,0
1687530,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1717945,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1688128,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1709870,IS,003193,Toán ứng dụng,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1710601,IS,002329,Nhập môn dữ liệu lớn,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,0
1715528,IS,002031,Lập trình phân tích dữ liệu 1,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,1
1708438,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1717875,IS,003320,Phương pháp tính,HK2 (2021-2022),2,2021-2022,9.2,4.0,A+,True,0
1705013,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1684709,IS,003196,Giao tiếp kinh doanh,HK2 (2020-2021),2,2020-2021,9.2,4.0,A+,True,0
1705691,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,1
1717950,IS,001076,Tương tác người máy,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,1
1715898,IS,001076,Tương tác người máy,HK1 (2023-2024),1,2023-2024,9.2,4.0,A+,True,1
1717485,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.2,4.0,A+,True,0
1687235,IS,003453,Tiếp thị điện tử,HK1 (2021-2022),1,2021-2022,9.2,4.0,A+,True,1
1695799,IS,003206,Môi trường và con người,HK2 (2021-2022),2,2021-2022,9.1,4.0,A+,True,0
1710299,IS,003196,Giao tiếp kinh doanh,HK1 (2021-2022),1,2021-2022,9.1,4.0,A+,True,0
1708777,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,1
1709427,IS,003395,Logic học,HK3 (2022-2023),3,2022-2023,9.1,4.0,A+,True,0
1687298,IS,003453,Tiếp thị điện tử,HK1 (2021-2022),1,2021-2022,9.1,4.0,A+,True,1
1687444,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1712578,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,1
1733753,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,0
1713056,IS,003245,Tiếng Việt thực hành,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,0
1696963,IS,001076,Tương tác người máy,HK1 (2021-2022),1,2021-2022,9.1,4.0,A+,True,1
1736737,IS,003345,Vật lý đại cương,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,0
1713118,IS,003203,Âm nhạc – Nhạc lý và Guitar căn bản,HK1 (2022-2023),1,2022-2023,9.1,4.0,A+,True,0
1713417,IS,003320,Phương pháp tính,HK2 (2021-2022),2,2021-2022,9.1,4.0,A+,True,0
1707611,IS,003395,Logic học,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1715188,IS,002031,Lập trình phân tích dữ liệu 1,HK1 (2023-2024),1,2023-2024,9.1,4.0,A+,True,1
1688743,IS,003893,Quản trị bán hàng,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1704974,IS,001076,Tương tác người máy,HK1 (2023-2024),1,2023-2024,9.1,4.0,A+,True,1
1710630,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1710733,IS,003196,Giao tiếp kinh doanh,HK1 (2021-2022),1,2021-2022,9.1,4.0,A+,True,0
1684137,IS,003245,Tiếng Việt thực hành,HK1 (2020-2021),1,2020-2021,9.1,4.0,A+,True,0
1681222,IS,003893,Quản trị bán hàng,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1688058,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1704271,IS,003206,Môi trường và con người,HK1 (2021-2022),1,2021-2022,9.1,4.0,A+,True,0
1683324,IS,003893,Quản trị bán hàng,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1711013,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,1
1722539,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,1
1702152,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,1
1703303,IS,001076,Tương tác người máy,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,1
1701643,IS,003345,Vật lý đại cương,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1692644,IS,003245,Tiếng Việt thực hành,HK2 (2020-2021),2,2020-2021,9.1,4.0,A+,True,0
1693080,IS,003345,Vật lý đại cương,HK2 (2019-2020),2,2019-2020,9.1,4.0,A+,True,0
1694261,IS,003395,Logic học,HK2 (2019-2020),2,2019-2020,9.1,4.0,A+,True,0
1694729,IS,003453,Tiếp thị điện tử,HK1 (2022-2023),1,2022-2023,9.1,4.0,A+,True,1
1735070,IS,003206,Môi trường và con người,HK1 (2023-2024),1,2023-2024,9.1,4.0,A+,True,0
1735748,IS,003320,Phương pháp tính,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,0
1735225,IS,003320,Phương pháp tính,HK2 (2022-2023),2,2022-2023,9.1,4.0,A+,True,0
1700377,IS,003197,Kỹ năng xây dựng kế hoạch,HK1 (2021-2022),1,2021-2022,9.1,4.0,A+,True,0
1730256,IS,003206,Môi trường và con người,HK1 (2023-2024),1,2023-2024,9.1,4.0,A+,True,0
1687311,IS,001076,Tương tác người máy,HK1 (2021-2022),1,2021-2022,9.1,4.0,A+,True,1
1716172,IS,003320,Phương pháp tính,HK2 (2021-2022),2,2021-2022,9.1,4.0,A+,True,0
1712784,IS,003345,Vật lý đại cương,HK2 (2021-2022),2,2021-2022,9.1,4.0,A+,True,0
1728777,IS,003206,Môi trường và con người,HK1 (2023-2024),1,2023-2024,9.1,4.0,A+,True,0
