IDSinhVien,nganh,so_mon_total,so_mon_dat_total,diem_tb_total,gpa_thang4,so_mon_cntt,so_mon_dat_cntt
1732113,IT,9,9,8.02,3.23,7.0,7.0
1732535,IT,9,9,7.42,2.93,7.0,7.0
1732556,IT,11,11,7.68,3.15,10.0,10.0
1732681,IT,12,10,5.86,1.95,10.0,8.0
1732727,IT,9,9,6.67,2.3,5.0,5.0
1733103,IT,6,6,7.58,3.0,2.0,2.0
1733237,IT,10,10,7.71,3.2,8.0,8.0
1733243,IT,11,7,5.42,1.5,9.0,5.0
1733355,IT,4,4,5.75,2.5,1.0,1.0
1733386,IT,8,8,8.85,3.8,5.0,5.0
1733524,IT,11,11,8.05,3.43,9.0,9.0
1733588,IT,12,9,5.44,1.75,10.0,8.0
1733687,IT,4,4,6.28,2.75,2.0,2.0
1733789,IT,6,6,9.12,3.9,2.0,2.0
1733798,IT,9,9,6.31,2.43,7.0,7.0
1734083,IT,8,7,6.66,2.9,5.0,5.0
1734146,IT,10,10,7.99,3.42,8.0,8.0
1734274,IT,3,3,8.13,3.0,1.0,1.0
1734332,IT,8,5,4.42,1.25,4.0,2.0
1734439,IT,7,7,7.74,3.0,3.0,3.0
1734492,IT,11,11,8.46,3.64,10.0,10.0
1734659,IT,6,6,7.6,2.67,3.0,3.0
1734700,IT,8,8,7.78,3.58,4.0,4.0
1734814,IT,8,2,4.15,0.75,4.0,0.0
1734885,IT,11,11,7.6,3.04,10.0,10.0
1735090,IT,7,7,9.07,3.93,3.0,3.0
1735181,IT,8,6,5.4,2.33,3.0,3.0
1735316,IT,7,7,6.61,2.33,3.0,3.0
1735427,IT,10,9,6.73,2.56,9.0,8.0
1735431,IT,8,8,8.71,3.66,7.0,7.0
1735747,IT,7,7,8.51,3.78,5.0,5.0
1735762,IT,8,6,5.39,1.33,3.0,1.0
1735919,IT,4,4,7.28,3.0,2.0,2.0
1735982,IT,3,3,8.27,3.0,1.0,1.0
1736128,IT,10,9,6.44,2.31,8.0,7.0
1736397,IT,4,4,8.83,4.0,1.0,1.0
1736657,IT,7,7,8.71,3.75,4.0,4.0
1736940,IT,6,3,3.5,0.5,3.0,1.0
1737015,IT,9,9,7.36,2.96,5.0,5.0
1737259,IT,10,10,8.43,3.6,8.0,8.0
1737302,IT,4,4,6.25,2.0,1.0,1.0
1737413,IT,7,7,7.19,3.27,3.0,3.0
1737528,IT,10,10,6.98,2.88,8.0,8.0
1737640,IT,7,7,8.77,3.77,3.0,3.0
1737802,IT,9,9,6.7,2.6,5.0,5.0
1737835,IT,7,7,6.6,2.75,4.0,4.0
1737967,IT,5,5,7.06,2.83,3.0,3.0
1737999,IT,6,6,7.95,3.43,3.0,3.0
1738062,IT,8,8,7.49,3.6,3.0,3.0
1738099,IT,7,7,7.07,2.9,5.0,5.0
1738270,IT,8,8,7.74,3.17,6.0,6.0
1738354,IT,5,5,8.24,3.0,1.0,1.0
1738514,IT,9,9,7.0,2.71,7.0,7.0
1738541,IT,4,2,5.88,1.0,1.0,0.0
1738648,IT,8,6,5.65,2.0,7.0,5.0
1738718,IT,5,5,8.9,3.9,2.0,2.0
1739113,IT,11,11,7.61,3.03,10.0,10.0
1739117,IT,7,7,6.56,2.17,3.0,3.0
1739140,IT,8,8,6.38,2.75,4.0,4.0
1739148,IT,6,5,5.58,1.88,4.0,3.0
1739199,IT,7,7,8.47,3.77,3.0,3.0
1739207,IT,8,8,8.55,3.68,6.0,6.0
1739368,IT,4,4,5.92,2.0,1.0,1.0
1739377,IT,9,9,7.5,3.04,7.0,7.0
1739383,IT,11,11,7.45,3.06,10.0,10.0
1739493,IT,7,7,9.3,3.95,4.0,4.0
1739572,IT,7,7,6.66,2.38,4.0,4.0
1739823,IT,4,2,4.22,0.0,1.0,0.0
1739828,IT,8,8,6.58,2.5,4.0,4.0
1739836,IT,6,6,8.83,3.7,3.0,3.0
1739905,IT,8,8,8.8,3.82,4.0,4.0
1830003,IT,7,7,8.97,3.78,4.0,4.0
1830084,IT,7,6,5.89,2.38,4.0,4.0
1830214,IT,10,8,5.81,1.94,8.0,6.0
1830446,IT,9,7,5.88,2.25,8.0,7.0
1830489,IT,7,5,5.97,1.75,4.0,3.0
1830495,IT,4,4,7.32,3.0,2.0,2.0
1830537,IT,7,7,7.91,3.72,4.0,4.0
1830622,IT,4,4,5.98,1.5,1.0,1.0
1830658,IT,11,11,7.87,3.29,9.0,9.0
1830723,IT,4,3,5.6,2.25,2.0,2.0
1830996,IT,9,9,7.29,2.9,5.0,5.0
1831008,IT,3,3,9.23,3.8,1.0,1.0
1831053,IT,7,7,8.37,3.7,4.0,4.0
1831138,IT,8,8,8.48,3.65,4.0,4.0
1831293,IT,6,4,5.52,2.33,3.0,3.0
1831358,IT,9,6,5.51,2.0,4.0,3.0
1831714,IT,7,6,6.46,2.0,3.0,2.0
1831879,IT,5,5,7.6,2.75,2.0,2.0
1831889,IT,5,2,4.8,1.25,2.0,1.0
1831968,IT,10,10,7.54,3.12,9.0,9.0
1831969,IT,8,8,8.18,3.38,4.0,4.0
1832006,IT,10,10,7.16,2.81,8.0,8.0
1832356,IT,9,6,5.27,2.07,7.0,6.0
1832430,IT,12,8,5.04,1.55,10.0,6.0
1832591,IT,8,8,8.67,3.68,5.0,5.0
1832639,IT,7,6,5.61,1.75,4.0,3.0
1832923,IT,8,8,8.81,3.78,4.0,4.0
1832940,IT,4,4,5.85,1.5,1.0,1.0
1833012,IT,8,8,8.02,3.35,6.0,6.0
1833131,IT,7,7,8.63,3.7,3.0,3.0
1833190,IT,4,3,6.05,3.0,2.0,2.0
1833361,IT,9,9,8.12,3.39,8.0,8.0
1833458,IT,3,2,4.27,1.5,1.0,1.0
1833475,IT,11,11,8.08,3.46,10.0,10.0
1833499,IT,10,10,8.96,3.96,5.0,5.0
1833528,IT,8,8,8.86,3.77,6.0,6.0
1833657,IT,10,10,6.57,2.56,9.0,9.0
1833912,IT,8,8,8.04,3.56,5.0,5.0
1834156,IT,10,6,5.03,1.38,8.0,4.0
1834233,IT,6,6,7.13,2.67,3.0,3.0
1834279,IT,4,4,8.57,3.9,2.0,2.0
1834395,IT,5,5,7.98,3.5,2.0,2.0
1834591,IT,4,4,7.92,3.0,1.0,1.0
1834679,IT,4,4,7.72,2.5,1.0,1.0
1834742,IT,7,5,4.51,1.62,4.0,3.0
1834947,IT,10,9,6.21,2.28,9.0,8.0
1834950,IT,8,8,6.51,2.62,4.0,4.0
1834961,IT,4,4,8.6,3.5,2.0,2.0
1835095,IT,7,7,6.49,2.12,4.0,4.0
1835108,IT,9,9,8.63,3.77,7.0,7.0
1835131,IT,6,6,6.52,2.5,2.0,2.0
1835132,IT,4,4,6.4,2.5,1.0,1.0
1835251,IT,8,8,6.44,2.43,7.0,7.0
1835307,IT,9,7,5.77,1.75,6.0,4.0
1835327,IT,7,3,5.39,1.8,5.0,3.0
1835330,IT,7,7,7.33,2.88,4.0,4.0
1835345,IT,8,7,5.48,2.5,5.0,5.0
1835416,IT,9,9,7.78,3.2,4.0,4.0
1835449,IT,7,4,5.37,1.75,4.0,3.0
1835659,IT,10,10,6.38,2.39,9.0,9.0
1835738,IT,9,9,6.73,2.8,5.0,5.0
1835814,IT,11,11,8.3,3.51,10.0,10.0
1836102,IT,8,8,8.29,3.6,3.0,3.0
1836225,IT,3,3,7.87,3.8,1.0,1.0
1836287,IT,8,8,6.71,2.75,4.0,4.0
1836425,IT,4,4,7.92,3.0,1.0,1.0
1836428,IT,8,8,7.76,3.0,6.0,6.0
1836591,IT,10,10,6.71,2.56,8.0,8.0
1836645,IT,10,10,8.46,3.66,5.0,5.0
1836700,IT,11,11,8.5,3.66,10.0,10.0
1836765,IT,9,9,6.97,2.71,7.0,7.0
1836847,IT,6,4,5.03,1.67,3.0,2.0
1836909,IT,7,7,7.51,3.0,3.0,3.0
1836992,IT,8,8,6.5,2.58,6.0,6.0
1836994,IT,5,5,6.46,2.5,2.0,2.0
1837070,IT,6,6,7.98,3.7,4.0,4.0
1837114,IT,10,10,7.58,3.0,9.0,9.0
1837193,IT,7,7,7.54,3.17,3.0,3.0
1837292,IT,7,7,6.74,2.62,4.0,4.0
1837333,IT,6,6,8.12,3.7,3.0,3.0
1837536,IT,6,6,6.7,2.38,4.0,4.0
1837614,IT,8,7,6.45,2.58,6.0,5.0
1837631,IT,10,10,7.98,3.39,8.0,8.0
1837634,IT,8,8,8.32,3.56,7.0,7.0
1837821,IT,7,7,8.03,3.33,3.0,3.0
1837962,IT,5,5,7.32,3.0,2.0,2.0
1838653,IT,5,5,8.44,3.7,3.0,3.0
1838810,IT,7,7,8.23,3.8,3.0,3.0
1838969,IT,8,8,8.35,3.5,4.0,4.0
1839280,IT,7,7,8.73,3.78,4.0,4.0
1839291,IT,8,7,6.29,2.0,4.0,3.0
1839397,IT,8,8,8.74,3.73,7.0,7.0
1839460,IT,9,9,8.84,3.7,4.0,4.0
1839601,IT,12,12,6.44,2.55,10.0,10.0
1839723,IT,10,10,7.81,3.29,9.0,9.0
1839791,IT,7,7,8.01,3.4,4.0,4.0
1839809,IT,9,9,7.59,3.12,4.0,4.0
1839850,IT,4,3,6.45,2.25,2.0,1.0
1839955,IT,8,8,7.98,3.38,4.0,4.0
1839975,IT,11,11,7.57,3.0,10.0,10.0
1930193,IT,4,3,5.68,2.5,1.0,1.0
1930199,IT,8,8,7.9,3.21,7.0,7.0
1930339,IT,9,9,7.39,3.12,4.0,4.0
1930380,IT,7,7,7.29,3.12,4.0,4.0
1930565,IT,10,10,8.82,3.77,9.0,9.0
1930607,IT,9,6,4.59,1.5,4.0,3.0
1930630,IT,7,7,7.0,2.8,5.0,5.0
1930740,IT,7,7,8.71,3.7,3.0,3.0
1931076,IT,9,9,8.64,3.76,5.0,5.0
1931117,IT,8,3,4.25,0.92,6.0,2.0
1931308,IT,8,8,6.76,2.5,7.0,7.0
1931333,IT,8,8,8.65,3.82,6.0,6.0
1931497,IT,9,6,4.99,2.0,8.0,6.0
1931523,IT,4,4,7.7,3.0,1.0,1.0
1931561,IT,9,9,7.52,3.09,7.0,7.0
1931715,IT,9,8,6.02,2.21,7.0,7.0
1931767,IT,5,5,8.68,3.8,2.0,2.0
1931952,IT,10,7,5.53,1.81,8.0,6.0
1932023,IT,8,8,8.01,3.45,4.0,4.0
1932112,IT,9,9,6.38,2.36,7.0,7.0
1932132,IT,7,5,5.7,2.17,3.0,2.0
1932344,IT,5,5,6.66,2.5,1.0,1.0
1932454,IT,7,7,6.76,2.83,3.0,3.0
1932593,IT,8,8,5.81,2.17,6.0,6.0
1932662,IT,6,4,5.28,2.0,3.0,2.0
1932766,IT,7,7,7.64,3.17,3.0,3.0
1932789,IT,9,9,8.92,3.72,5.0,5.0
1932797,IT,9,9,6.53,2.43,7.0,7.0
1932884,IT,4,3,5.82,2.0,1.0,1.0
1932917,IT,8,8,8.7,3.85,4.0,4.0
1933012,IT,7,7,8.3,3.6,4.0,4.0
1933049,IT,10,10,8.94,3.8,9.0,9.0
1933138,IT,8,8,8.15,3.43,6.0,6.0
1933162,IT,7,7,8.99,3.88,4.0,4.0
1933240,IT,5,5,7.44,3.9,2.0,2.0
1933268,IT,10,10,7.51,3.1,8.0,8.0
1933428,IT,8,7,6.4,2.58,6.0,6.0
1933491,IT,8,8,6.86,2.62,4.0,4.0
1933541,IT,6,6,6.73,2.25,2.0,2.0
1933620,IT,9,9,6.97,2.75,4.0,4.0
1933778,IT,4,4,8.3,3.8,2.0,2.0
1934103,IT,10,10,8.52,3.69,9.0,9.0
1934164,IT,9,8,6.43,2.44,8.0,7.0
1934176,IT,5,5,7.16,3.17,3.0,3.0
1934243,IT,8,8,7.69,3.25,4.0,4.0
1934263,IT,9,9,8.33,3.58,4.0,4.0
1934280,IT,6,6,6.18,1.5,2.0,2.0
1934304,IT,10,8,5.73,1.89,9.0,7.0
1934531,IT,7,7,8.77,3.56,5.0,5.0
1934661,IT,10,10,7.72,3.16,8.0,8.0
1934665,IT,8,8,9.26,3.9,6.0,6.0
1934680,IT,8,8,6.79,2.67,6.0,6.0
1934762,IT,9,9,8.84,3.84,7.0,7.0
1934855,IT,8,5,4.89,1.0,4.0,1.0
1934875,IT,7,5,4.64,2.25,4.0,4.0
1934942,IT,7,7,8.89,3.87,3.0,3.0
1934966,IT,8,8,9.0,3.95,4.0,4.0
1935022,IT,10,10,7.19,2.83,9.0,9.0
1935164,IT,6,6,8.7,3.83,3.0,3.0
1935396,IT,5,5,5.78,3.0,1.0,1.0
1935476,IT,4,4,7.52,3.5,2.0,2.0
1935825,IT,7,7,7.87,3.2,5.0,5.0
1935991,IT,7,7,8.77,3.65,4.0,4.0
1936131,IT,6,6,6.9,2.33,3.0,3.0
1936231,IT,4,4,8.5,3.4,2.0,2.0
1936332,IT,11,11,8.75,3.71,10.0,10.0
1936427,IT,6,6,7.4,3.4,2.0,2.0
1936686,IT,8,8,6.89,2.75,6.0,6.0
1936908,IT,7,7,6.73,2.5,5.0,5.0
1937013,IT,5,5,8.94,3.9,2.0,2.0
1937108,IT,11,11,6.92,2.78,9.0,9.0
1937170,IT,6,6,8.55,3.87,3.0,3.0
1937294,IT,6,5,5.75,1.25,2.0,1.0
1937316,IT,5,5,7.92,3.0,2.0,2.0
1937461,IT,6,4,5.68,1.75,4.0,3.0
1937494,IT,4,4,7.3,2.5,1.0,1.0
1937576,IT,6,6,7.33,2.67,3.0,3.0
1937638,IT,9,9,7.58,3.1,5.0,5.0
1937853,IT,8,8,7.0,3.0,4.0,4.0
1937981,IT,5,4,5.64,1.5,2.0,1.0
1938113,IT,5,5,5.9,2.0,2.0,2.0
1938240,IT,8,8,6.46,2.38,4.0,4.0
1938460,IT,6,4,5.3,1.17,3.0,2.0
1938493,IT,5,5,8.86,3.75,2.0,2.0
1938544,IT,8,8,8.15,3.27,6.0,6.0
1938770,IT,5,5,7.48,3.0,2.0,2.0
1939052,IT,8,7,6.29,2.25,6.0,5.0
1939099,IT,11,11,7.99,3.34,9.0,9.0
1939144,IT,4,4,7.72,3.25,2.0,2.0
1939170,IT,9,7,6.21,1.9,5.0,3.0
1939185,IT,8,8,8.65,3.72,5.0,5.0
1939222,IT,7,7,7.8,3.56,5.0,5.0
1939248,IT,7,6,5.43,1.5,3.0,2.0
1939258,IT,8,8,8.22,3.32,5.0,5.0
1939590,IT,7,7,7.47,2.88,4.0,4.0
1939654,IT,7,5,4.86,1.67,3.0,2.0
1939675,IT,5,5,6.3,2.25,2.0,2.0
1939768,IT,3,3,6.37,2.0,1.0,1.0
1939895,IT,10,8,5.68,2.0,8.0,6.0
1939941,IT,10,10,7.48,3.1,8.0,8.0
2030006,IT,7,7,6.46,2.83,3.0,3.0
2030020,IT,5,3,5.32,1.5,1.0,1.0
2030176,IT,5,5,8.04,3.6,3.0,3.0
2030223,IT,8,7,6.28,3.0,3.0,3.0
2030237,IT,4,3,5.42,1.25,2.0,1.0
2030303,IT,6,6,8.87,3.65,2.0,2.0
2030331,IT,7,7,8.27,3.42,5.0,5.0
2030426,IT,8,8,7.75,3.45,4.0,4.0
2030500,IT,9,9,7.77,3.26,5.0,5.0
2030512,IT,8,8,7.94,3.38,4.0,4.0
2030580,IT,10,9,6.15,2.0,9.0,8.0
2030620,IT,7,7,6.4,2.12,4.0,4.0
2030637,IT,8,8,7.95,3.26,5.0,5.0
2030642,IT,4,4,9.4,4.0,2.0,2.0
2030969,IT,6,6,8.8,3.87,3.0,3.0
2031466,IT,9,8,6.32,2.31,8.0,7.0
2031589,IT,9,9,7.81,3.23,7.0,7.0
2031898,IT,10,10,6.24,2.25,8.0,8.0
2031958,IT,7,7,8.74,3.8,4.0,4.0
2032136,IT,9,9,8.58,3.73,7.0,7.0
2032149,IT,10,9,6.55,2.56,8.0,8.0
2032179,IT,7,2,4.66,1.4,5.0,2.0
2032298,IT,5,3,5.06,1.33,3.0,1.0
2032533,IT,5,5,8.86,3.65,2.0,2.0
2032706,IT,9,8,5.43,2.0,7.0,6.0
2032782,IT,4,3,5.58,1.0,1.0,0.0
2033146,IT,3,3,7.53,3.5,1.0,1.0
2033200,IT,4,3,5.62,2.5,1.0,1.0
2033385,IT,7,6,5.81,2.0,3.0,2.0
2033511,IT,6,6,8.88,3.67,3.0,3.0
2033571,IT,8,8,7.85,3.1,6.0,6.0
2033666,IT,7,7,8.67,3.7,4.0,4.0
2033774,IT,10,8,6.33,2.19,8.0,6.0
2033793,IT,9,8,5.52,2.3,5.0,5.0
2033926,IT,9,9,7.69,3.1,8.0,8.0
2033945,IT,9,9,7.54,3.1,6.0,6.0
2034025,IT,4,4,6.42,2.5,1.0,1.0
2034310,IT,9,9,7.62,3.19,7.0,7.0
2034347,IT,8,8,7.57,3.12,4.0,4.0
2034456,IT,7,7,6.84,2.67,3.0,3.0
2034465,IT,7,7,7.39,3.42,5.0,5.0
2034489,IT,9,9,6.87,2.69,8.0,8.0
2034510,IT,5,5,6.02,2.17,3.0,3.0
2034694,IT,9,9,8.7,3.73,7.0,7.0
2034740,IT,5,5,6.7,2.83,3.0,3.0
2034866,IT,8,8,8.25,3.51,7.0,7.0
2035241,IT,9,5,5.08,1.44,8.0,4.0
2035250,IT,6,6,7.62,3.17,3.0,3.0
2035254,IT,7,7,6.67,2.67,3.0,3.0
2035322,IT,7,7,8.76,3.77,3.0,3.0
2035354,IT,8,7,6.41,2.83,3.0,3.0
2035390,IT,7,6,6.23,2.25,4.0,3.0
2035525,IT,9,9,7.43,2.94,8.0,8.0
2035647,IT,4,4,7.15,3.5,1.0,1.0
2035673,IT,9,9,8.11,3.4,7.0,7.0
2035686,IT,8,8,6.68,2.75,4.0,4.0
2035715,IT,6,6,8.62,3.62,4.0,4.0
2035775,IT,7,7,7.61,3.5,4.0,4.0
2035836,IT,8,6,5.52,2.25,6.0,5.0
2035956,IT,7,7,8.29,3.58,4.0,4.0
2036078,IT,7,6,5.97,2.1,5.0,4.0
2036104,IT,6,6,6.52,2.5,4.0,4.0
2036117,IT,5,5,8.16,3.6,3.0,3.0
2036337,IT,5,5,7.7,3.8,1.0,1.0
2036440,IT,11,11,8.94,3.77,9.0,9.0
2036483,IT,10,10,7.75,3.25,8.0,8.0
2036497,IT,7,7,9.0,3.82,4.0,4.0
2036545,IT,6,6,8.1,3.75,2.0,2.0
2036564,IT,9,6,5.23,1.4,5.0,3.0
2036573,IT,4,4,8.0,3.25,2.0,2.0
2036639,IT,8,8,7.3,3.32,4.0,4.0
2036665,IT,4,0,2.55,0.0,2.0,0.0
2036767,IT,9,9,6.29,2.38,4.0,4.0
2036867,IT,8,8,8.6,3.73,7.0,7.0
2037368,IT,8,8,6.99,2.64,7.0,7.0
2037380,IT,8,8,8.09,3.43,6.0,6.0
2037469,IT,4,4,8.85,3.75,2.0,2.0
2037530,IT,9,9,7.17,3.0,8.0,8.0
2037580,IT,11,10,6.41,2.56,9.0,9.0
2037591,IT,9,9,7.96,3.41,7.0,7.0
2037602,IT,11,11,8.72,3.72,10.0,10.0
2037704,IT,4,4,7.88,3.8,1.0,1.0
2037942,IT,7,7,8.04,3.6,4.0,4.0
2038028,IT,7,5,5.21,1.5,4.0,2.0
2038041,IT,4,4,7.72,3.25,2.0,2.0
2038157,IT,8,8,7.56,3.16,5.0,5.0
2038186,IT,5,3,4.28,1.0,3.0,1.0
2038240,IT,8,8,6.71,2.7,5.0,5.0
2038349,IT,7,7,6.44,2.38,4.0,4.0
2038460,IT,11,11,8.32,3.41,10.0,10.0
2038525,IT,9,9,6.61,2.25,4.0,4.0
2038613,IT,11,11,6.5,2.33,9.0,9.0
2038649,IT,9,9,8.73,3.85,4.0,4.0
2039015,IT,9,9,7.08,3.12,4.0,4.0
2039035,IT,5,4,5.84,2.5,1.0,1.0
2039341,IT,7,7,8.83,3.8,3.0,3.0
2039485,IT,7,7,8.23,3.38,4.0,4.0
2039569,IT,11,11,8.46,3.53,10.0,10.0
2039608,IT,5,5,7.96,3.0,2.0,2.0
2039783,IT,9,9,7.67,3.2,8.0,8.0
